"","DBA","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","GRADE","ADDRESS","lon","lat"
"191","BAR ASSOCIATION OF THE CITY OF NY KITCHEN","42","WEST   44 STREET",10036,"2123826688","American",NA,"42, WEST   44 STREET, New York, NY",NA,NA
"192","SABLE","1489","2 AVENUE",10075,"2122496177","Delicatessen",NA,"1489, 2 AVENUE, New York, NY",-73.9560437,40.7724638
"193","VAPOR LOUNGE AND RESTAURANT","4160","BROADWAY",10033,"6469227095","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","A","4160, BROADWAY, New York, NY",-73.937877,40.846991
"194","SUSHI PARA MANHATTAN","1461","3RD AVE",10028,"2125850300","Japanese","B","1461, 3RD AVE, New York, NY",-73.9553383,40.7764587
"195","THE PIT AT PEOPLES IMPROV THEATER","123","EAST   24 STREET",10010,"2125637488","American",NA,"123, EAST   24 STREET, New York, NY",NA,NA
"196","BROTHERS FISH MARKET","3845","BROADWAY",10032,"2127811899","Seafood","C","3845, BROADWAY, New York, NY",-73.9436565,40.8363092
"197","ROTISSERIE","225","LIBERTY ST",10281,"2129818588","American",NA,"225, LIBERTY ST, New York, NY",-74.015278,40.7125
"198","EAST VILLAGE SOCIAL","126","ST MARKS PLACE",10009,"9179755406","American","A","126, ST MARKS PLACE, New York, NY",-73.9837605,40.7268127
"199","SCOTTY'S DINER","336","LEXINGTON AVENUE",10016,"2129861520","American",NA,"336, LEXINGTON AVENUE, New York, NY",-73.9776081,40.7497967
"200","V-BREAD CAFE NY","11","ALLEN ST",10002,"2122191818","Chinese","B","11, ALLEN ST, New York, NY",NA,NA
"201","SHUN WEI RESTAURANT","45","CATHERINE STREET",10038,"2129647590","Chinese","A","45, CATHERINE STREET, New York, NY",-73.9966702,40.7119464
"202","BLAGGARD'S PUB","8","WEST   38 STREET",10018,"2123822611","Irish",NA,"8, WEST   38 STREET, New York, NY",-73.9835998,40.7511298
"203","NOMO SOHO","9","CROSBY ST",10013,"6462186400","American","A","9, CROSBY ST, New York, NY",NA,NA
"204","THE CORNELIA STREET CAFE","29","CORNELIA STREET",10014,"2129899319","American",NA,"29, CORNELIA STREET, New York, NY",-74.0024921,40.7314775
"205","BERMUDEZ BAKERY","1875","LEXINGTON AVENUE",10035,"2124272877","Bakery",NA,"1875, LEXINGTON AVENUE, New York, NY",NA,NA
"206","GREEN APPLE GOURMET","1625","BROADWAY",10019,"2127670198","Delicatessen","B","1625, BROADWAY, New York, NY",-73.9844951,40.7613104
"207","STAR LITE DELI","212","WEST   44 STREET",10036,"2128401859","Delicatessen",NA,"212, WEST   44 STREET, New York, NY",-73.98695,40.7575534
"208","TRE SORELLE","61","READE STREET",10007,"2126191080","Italian","A","61, READE STREET, New York, NY",-74.0066253,40.7147527
"209","LE PAIN QUOTIDIEN","1399","MADISON AVE",10029,"6466633149","American","A","1399, MADISON AVE, New York, NY",NA,NA
"210","TASTY DELI","4020","BROADWAY",10032,"2129230700","American",NA,"4020, BROADWAY, New York, NY",-73.9390248,40.841727
"211","BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT","77","MULBERRY ST",10013,"2122332921","Vegetarian","A","77, MULBERRY ST, New York, NY",-73.9992785,40.7163863
"212","BROTHER JIMMY'S BBQ","416","8 AVENUE",10001,"2129677603","Barbecue",NA,"416, 8 AVENUE, New York, NY",-73.9946614,40.7500765
"213","DEAN & DELUCA NEW YORK","632","WEST   28 STREET",10001,"2124308312","American","B","632, WEST   28 STREET, New York, NY",-74.0063713,40.7525072
"214","TWO BOOTS PIZZA","2547","BROADWAY",10025,"2122802668","Pizza",NA,"2547, BROADWAY, New York, NY",-73.9724926,40.7943506
"215","OKA SUSHI","1618","MAIDEN LANE",10038,"2127668805","Japanese","A","1618, MAIDEN LANE, New York, NY",-77.6873463,43.2236655
"216","RISTORANTE GRIFONE","244","EAST 46 STREET",10017,"2124907275","Italian",NA,"244, EAST 46 STREET, New York, NY",-73.970963,40.7524697
"217","SUSHI AZABU","428","GREENWICH STREET",10013,"2122740428","Japanese","A","428, GREENWICH STREET, New York, NY",-74.009975,40.7224209
"218","BARNES & NOBLE CAFE","2289","BROADWAY",10024,"2123628835","Caf̩/Coffee/Tea",NA,"2289, BROADWAY, New York, NY",NA,NA
"219","PRIMAVERA PIZZA & PASTA","1005","2 AVENUE",10022,"2127532772","Pizza/Italian",NA,"1005, 2 AVENUE, New York, NY",-73.9672656,40.7570206
"220","YO GO BAR","2310","1ST AVE",10035,"3478799965","Ice Cream, Gelato, Yogurt, Ices","A","2310, 1ST AVE, New York, NY",-73.9339385,40.7975559
"221","IL FORNO/IRON BAR","713","8TH AVENUE",10036,"2122471978","Pizza/Italian","A","713, 8TH AVENUE, New York, NY",NA,NA
"222","CLAUDIO PIZZERIA RESTORANTE","598","10TH AVE",10036,"2125863145","Pizza/Italian","A","598, 10TH AVE, New York, NY",NA,NA
"223","A TASTE OF SEAFOOD RESTAURANT","2530","FREDERICK DOUGLASS BLVD",10030,"3475706679","Seafood",NA,"2530, FREDERICK DOUGLASS BLVD, New York, NY",-73.9463762,40.8161748
"224","THE PATRIOT SALOON","110","CHAMBERS STREET",10007,"2127481162","American",NA,"110, CHAMBERS STREET, New York, NY",-74.0083224,40.7148487
"225","SUSHI SUSHI","126","MACDOUGAL ST",10012,"2124774000","Japanese",NA,"126, MACDOUGAL ST, New York, NY",NA,NA
"226","COCO & CRU/SWEETWATER SOCIAL","643","BROADWAY",10012,"2122530477","American",NA,"643, BROADWAY, New York, NY",-73.9960189,40.726737
"227","EMPIRE COLOMBUS","193","COLUMBUS AVENUE",10023,"2124968778","Chinese/Japanese","A","193, COLUMBUS AVENUE, New York, NY",-73.9800884,40.77527
"228","TIO LUCA","421","MALCOLM X BLVD",10037,"2129399306","Spanish",NA,"421, MALCOLM X BLVD, New York, NY",NA,NA
"229","MCDONALD'S","3410","BROADWAY",10031,"3472264150","Hamburgers","B","3410, BROADWAY, New York, NY",NA,NA
"230","NEW BROADWAY PIZZERIA AND COFFEE","4312","BROADWAY",10033,"2129276250","American","A","4312, BROADWAY, New York, NY",NA,NA
"231","SOFRITO","679","RIVERSIDE DR",10031,"2127545999","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","B","679, RIVERSIDE DR, New York, NY",NA,NA
"232","SUBWAY","834","2ND AVE",10017,"2123004159","Sandwiches",NA,"834, 2ND AVE, New York, NY",-73.9708011,40.7513289
"233","BRASSERIE 8 1/2","9","WEST   57 STREET",10019,"2128290812","French","A","9, WEST   57 STREET, New York, NY",NA,NA
"234","CHIRPING CHICKEN","72","GRAND CENTRAL TERMINAL",10017,"2126614059","Chicken",NA,"72, GRAND CENTRAL TERMINAL, New York, NY",-73.9772294,40.7527262
"235","MIMOSA","253271","SHERMAN AVENUE",10034,"2125440046","American",NA,"253271, SHERMAN AVENUE, New York, NY",NA,NA
"236","MCDONALD'S","336","EAST   23 STREET",10010,"2122285529","American","A","336, EAST   23 STREET, New York, NY",-73.9794773,40.7370237
"237","MOE'S CAFE","209","EAST   23 STREET",10010,"2125922167","American","A","209, EAST   23 STREET, New York, NY",NA,NA
"238","PRET A MANGER","342","7 AVENUE",10001,"2125647579","Sandwiches/Salads/Mixed Buffet","A","342, 7 AVENUE, New York, NY",-73.993062,40.7481099
"239","FAIR FOLKS","96","WEST HOUSTON STREET",10012,"2154106821","Caf̩/Coffee/Tea","A","96, WEST HOUSTON STREET, New York, NY",-74.000102,40.7273519
"240","WHITMAN'S","406","EAST    9 STREET",10009,"2122288011","American","A","406, EAST    9 STREET, New York, NY",NA,NA
"241","DUNKIN' DONUTS, BASKIN ROBBINS","323","W 42ND ST",10036,"6468611917","Donuts",NA,"323, W 42ND ST, New York, NY",NA,NA
"242","BIDDY'S PUB","301","EAST   91 STREET",10128,"2125344785","American",NA,"301, EAST   91 STREET, New York, NY",-73.9489781,40.7810144
"243","JACK'S STIR BREW COFFEE","10","DOWNING STREET",10014,"2129296011","Caf̩/Coffee/Tea",NA,"10, DOWNING STREET, New York, NY",-74.0027905,40.7292224
"244","TACO BELL, PIZZA HUT EXPRESS","18","EAST   14 STREET",10003,"2126458645","Pizza","A","18, EAST   14 STREET, New York, NY",-73.992855,40.73529
"245","ETHOS GALLERY","905","1 AVENUE",10022,"2128884060","Greek",NA,"905, 1 AVENUE, New York, NY",NA,NA
"246","THE VILLAGE TAVERN","46","BEDFORD STREET",10014,"2127411935","American","B","46, BEDFORD STREET, New York, NY",-74.0041563,40.730584
"247","CITY SANDWICH","649","9 AVENUE",10036,"6466843943","Sandwiches/Salads/Mixed Buffet",NA,"649, 9 AVENUE, New York, NY",-73.9913016,40.7607231
"248","NEW KIM TUONG RESTAURANT","83","CHRYSTIE STREET",10002,"2129662878","Chinese","P","83, CHRYSTIE STREET, New York, NY",-73.9945158,40.7174484
"249","SAPPHIRE 39","20","W 39TH ST",10018,"2123556777","Other","A","20, W 39TH ST, New York, NY",-73.9835424,40.7518647
"250","THE MANHATTAN AT TIMES SQUARE","790","7TH AVE",10019,"2126218503","Caf̩/Coffee/Tea","C","790, 7TH AVE, New York, NY",-73.9828534,40.762081
"251","CASA APICII","62","W 9TH ST",10011,"9175730571","Italian",NA,"62, W 9TH ST, New York, NY",-73.9987276,40.7338395
"252","MADISON & VINE","299","MADISON AVENUE",10017,"2128675535","American","A","299, MADISON AVENUE, New York, NY",-73.979434,40.7521259
"253","COCORON","37","KENMARE STREET",10012,"2129660800","Japanese","A","37, KENMARE STREET, New York, NY",-73.9952545,40.7209168
"254","MIKE'S NOODLE HOUSE","80","NASSAU STREET",10038,"2129644625","Asian","A","80, NASSAU STREET, New York, NY",-74.0079555,40.7098525
"255","THE BEAN","54","2ND AVE",10003,"2122285020","Caf̩/Coffee/Tea",NA,"54, 2ND AVE, New York, NY",-73.9895454,40.7255871
"256","JEBON","15","ST MARKS PLACE",10003,"2123881313","Asian","C","15, ST MARKS PLACE, New York, NY",NA,NA
"257","CHEN'S EXPRESS KITCHEN","223","E 14TH ST",10003,"2129828966","Chinese",NA,"223, E 14TH ST, New York, NY",-73.9860435,40.733166
"258","SEAMSTRESS","339","EAST   75 STREET",10021,"2122888033","American",NA,"339, EAST   75 STREET, New York, NY",NA,NA
"259","GAEL PUB","1465","3 AVENUE",10028,"2125174141","American","A","1465, 3 AVENUE, New York, NY",NA,NA
"260","SAUSAGE BOSS","4","PENN PLZ",10121,"2124656273","Sandwiches","A","4, PENN PLZ, New York, NY",NA,NA
"261","CACHAPAS Y MAS","107","DYCKMAN STREET",10040,"2123042224","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"107, DYCKMAN STREET, New York, NY",NA,NA
"262","EAST NOODLE VILLAGE","85","CHRYSTIE ST",10002,"2122191728","Chinese","B","85, CHRYSTIE ST, New York, NY",NA,NA
"263","LORENZO & MARIA'S","1418","THIRD AVENUE",10028,"2127941080","Continental",NA,"1418, THIRD AVENUE, New York, NY",-73.9568502,40.7753401
"264","NEW ASIA","666","AMSTERDAM AVENUE",10025,"6466783689","Chinese","B","666, AMSTERDAM AVENUE, New York, NY",-73.9722245,40.7919062
"265","NEW KAM LAI RESTAURANT","890","AMSTERDAM AVENUE",10025,"2127498398","Chinese","A","890, AMSTERDAM AVENUE, New York, NY",-73.9671805,40.7988096
"266","SZECHUAN GOURMET","242","WEST   56 STREET",10019,"2122652226","Chinese",NA,"242, WEST   56 STREET, New York, NY",-73.9829817,40.7656618
"267","LOCKSMITH WINE & BURGER BAR","4463","BROADWAY",10040,"2123049463","American","A","4463, BROADWAY, New York, NY",-73.9325659,40.8573807
"268","NANOOSH","173","MADISON AVENUE",10016,"2124474345","Mediterranean","A","173, MADISON AVENUE, New York, NY",NA,NA
"269",NA,"37","W 43RD ST",10036,"9177340067","Other",NA,"37, W 43RD ST, New York, NY",-73.9820105,40.7552345
"270","CAFE BEYOND","620","6 AVENUE",10011,"2126209752","American",NA,"620, 6 AVENUE, New York, NY",-73.9939648,40.7398156
"271","FOOD KING CHINESE RESTAURANT","56","MARKET STREET",10002,"2122332433","Chinese",NA,"56, MARKET STREET, New York, NY",-73.9940398,40.7117387
"272","FIKA","1331","LEXINGTON AVE",10128,"6464769795","Caf̩/Coffee/Tea",NA,"1331, LEXINGTON AVE, New York, NY",-73.9541393,40.7811047
"273","HYATT HOUSE NEW YORK/ CHELSEA","815","AVENUE OF THE AMERICAS",10001,"2125130001","American",NA,"815, AVENUE OF THE AMERICAS, New York, NY",-73.9906703,40.7462663
"274","MAMMA'S FAMOUS PIZZA & BURGERS","2345","BROADWAY",10024,"2123628612","Pizza",NA,"2345, BROADWAY, New York, NY",NA,NA
"275","KARAOKE DUET 48","304","EAST   48 STREET",10017,"2127530030","American","A","304, EAST   48 STREET, New York, NY",NA,NA
"276","ECCO RESTAURANT","124","CHAMBERS STREET",10007,"2122277074","Italian","A","124, CHAMBERS STREET, New York, NY",-74.0088274,40.715152
"277","RYAN MAGUIRE'S BAR & RESTAURANT","28","CLIFF STREET",10038,"2125666906","American","A","28, CLIFF STREET, New York, NY",-74.0050629,40.7080137
"278","STREETBIRD","2149","FREDERICK DOUGLASS BOULEVARD",10026,"2122062557","American",NA,"2149, FREDERICK DOUGLASS BOULEVARD, New York, NY",-73.9557515,40.8043626
"279","THREE GUY'S RESTAURANT","960","MADISON AVENUE",10021,"2126288108","American",NA,"960, MADISON AVENUE, New York, NY",NA,NA
"280","THE CRAFTSMAN","3155","BROADWAY",10027,"2129330592","American","A","3155, BROADWAY, New York, NY",-73.959471,40.8146844
"281","MEE'S NOODLE","930","2ND AVE",10022,"2128880027","Chinese",NA,"930, 2ND AVE, New York, NY",-73.968458,40.754396
"282","DELIS 48","48","W 48 STREET",10036,"2127689600","American","B","48, W 48 STREET, New York, NY",-73.9804088,40.7579903
"283","EL PASO TAQUERIA","1643","LEXINGTON AVENUE",10029,"2128319831","Mexican",NA,"1643, LEXINGTON AVENUE, New York, NY",-73.9471185,40.7906789
"284","ELSEWHERE ESPRESSO","335","EAST    6 STREET",10003,"9175026109","Caf̩/Coffee/Tea","A","335, EAST    6 STREET, New York, NY",-73.9867907,40.7268952
"285","53RD GOURMET DELI","1301","AVE OF TH AMER",10019,"2129746075","American","A","1301, AVE OF TH AMER, New York, NY",NA,NA
"286","CHIKALICIOUS DESSERT BAR","203","EAST   10 STREET",10003,"2129959511","Other","A","203, EAST   10 STREET, New York, NY",-73.9863147,40.7297224
"287","OTTO'S SHRUNKEN HEAD","538","EAST   14 STREET",10009,"2122282240","American",NA,"538, EAST   14 STREET, New York, NY",-73.9787559,40.7293456
"288","2BEANS","817","AVENUE OF THE AMERICAS",10001,"2129378914","Caf̩/Coffee/Tea",NA,"817, AVENUE OF THE AMERICAS, New York, NY",-73.9904049,40.7462146
"289","BUDEPEST CAFE","1631","2 AVENUE",10028,"2123271105","Eastern European","A","1631, 2 AVENUE, New York, NY",NA,NA
"290","MOONCAKE FOODS","28","WATTS STREET",10013,"2122198888","Asian",NA,"28, WATTS STREET, New York, NY",-74.004247,40.7236143
"291","NEW RANCHITO","924","AMSTERDAM AVENUE",10025,"2126787923","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Z","924, AMSTERDAM AVENUE, New York, NY",-73.9664505,40.800023
"292","MCDONALDS RESTAURANT","18","E 42ND ST",10017,"2125992127","American",NA,"18, E 42ND ST, New York, NY",NA,NA
"293","MCDONALD'S","145","EAST  125 STREET",10035,"6466721381","Hamburgers","A","145, EAST  125 STREET, New York, NY",-73.9370804,40.8044996
"294","CAFE ONE","1619","AMSTERDAM AVENUE",10031,"2126900060","American",NA,"1619, AMSTERDAM AVENUE, New York, NY",-73.9496335,40.822114
"295","RADIANCE","208","EAST   50 STREET",10022,"2128888060","Chinese","C","208, EAST   50 STREET, New York, NY",NA,NA
"296","RIDGEWAY DINER","664","6 AVENUE",10010,"2127410096","American",NA,"664, 6 AVENUE, New York, NY",-73.9937119,40.7412453
"297","KINGSLEY","190","AVENUE B",10009,"2126744500","American",NA,"190, AVENUE B, New York, NY",-73.9793069,40.7279952
"298","BITE","211","EAST   14 STREET",10003,"2126773123","Mediterranean","B","211, EAST   14 STREET, New York, NY",-73.986148,40.7331747
"299","PIZZA PLUS","2253","3RD AVE",10035,"2122892400","Pizza","C","2253, 3RD AVE, New York, NY",NA,NA
"300","GOLDEN CITY","2545","AMSTERDAM AVENUE",10033,"2127811979","Chinese","A","2545, AMSTERDAM AVENUE, New York, NY",NA,NA
"301","LANDMARK TAVERN","626","11 AVENUE",10036,"2122472562","Irish","B","626, 11 AVENUE, New York, NY",-73.9962025,40.763126
"302","ROOM MATE GRACE HOTEL","125","WEST   45 STREET",10036,"2123542323","American","A","125, WEST   45 STREET, New York, NY",NA,NA
"303","LUNCH BOX","886","9 AVENUE",10019,"2129699642","American",NA,"886, 9 AVENUE, New York, NY",-73.985224,40.7681655
"304","STITCH BAR","247","WEST   37 STREET",10018,"2128524826","American",NA,"247, WEST   37 STREET, New York, NY",NA,NA
"305","MAISON KAYSER","400","5TH AVE",10018,"2126259200","French",NA,"400, 5TH AVE, New York, NY",-73.9837835,40.7500752
"306","Little Gio's Pizza","26","1ST AVE",10009,"2124778020","Pizza",NA,"26, 1ST AVE, New York, NY",-73.9877463,40.7236857
"307","SCHILLING","109","WASHINGTON ST",10006,"2124061200","Eastern European",NA,"109, WASHINGTON ST, New York, NY",-74.0139689,40.7085801
"308","EL GRAN VALLE IV RESTAURANT","1944","AMSTERDAM AVE",10032,"2123687100","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"1944, AMSTERDAM AVE, New York, NY",-73.942514,40.8326131
"309","PJ BERNSTEIN DELI & RESTAURANT","1215","THIRD AVENUE",10021,"2128790914","Delicatessen","A","1215, THIRD AVENUE, New York, NY",-73.9612178,40.7684788
"310","VERLAINE","110","RIVINGTON STREET",10002,"2126142494","Tapas",NA,"110, RIVINGTON STREET, New York, NY",-73.9878008,40.7200492
"311","LUCKY STRIKE","59","GRAND ST",10013,"2129410772","American","A","59, GRAND ST, New York, NY",NA,NA
"312","DANNY'S DELI","224","WEST   47 STREET",10036,"2129211200","Delicatessen","A","224, WEST   47 STREET, New York, NY",NA,NA
"313","FALUCKA","162","BLEECKER STREET",10012,"2127774555","American","A","162, BLEECKER STREET, New York, NY",NA,NA
"314","DANIELA'S TRATTORIA","728","8 AVENUE",10036,"2128693585","Italian",NA,"728, 8 AVENUE, New York, NY",NA,NA
"315","BAR VELOCE","146","WEST HOUSTON STREET",10012,"2122539500","Tapas","A","146, WEST HOUSTON STREET, New York, NY",-74.0018494,40.7281815
"316","OLD HOMESTEAD","56","9 AVENUE",10011,"2122429040","American",NA,"56, 9 AVENUE, New York, NY",-74.0046957,40.7411717
"317","JACKS COFFEE","425","WEST   13 STREET",10014,"2126752007","Caf̩/Coffee/Tea",NA,"425, WEST   13 STREET, New York, NY",NA,NA
"318","MISSION CHINESE FOOD","171","E BROADWAY",10002,"2124320300","Chinese",NA,"171, E BROADWAY, New York, NY",-73.9896885,40.7139085
"319","E'S BAR","511","AMSTERDAM AVE",10024,"2128770961","American",NA,"511, AMSTERDAM AVE, New York, NY",-73.9754501,40.7866465
"320","DESTINY/NORTH RIVER LOBSTER","PIER 83","@ WEST 43 STREET",10036,"2126308187","American","A","PIER 83, @ WEST 43 STREET, New York, NY",-74.0014785,40.7627646
"321","DAILY BAGEL","1111","1ST AVE",10065,"2123714907","American","A","1111, 1ST AVE, New York, NY",NA,NA
"322","PARLOR STEAK AND FISH","1600","3 AVENUE",10128,"2124235888","Steak",NA,"1600, 3 AVENUE, New York, NY",-73.9524453,40.7813704
"323","THREE DECKER RESTAURANT","1746","2 AVENUE",10128,"2122899936","American",NA,"1746, 2 AVENUE, New York, NY",-73.9492533,40.7808636
"324","O'HARA'S","120","CEDAR STREET",10006,"2122673032","American","B","120, CEDAR STREET, New York, NY",-74.0127065,40.7095408
"325","CHINA XIANG","360","W 42ND ST",10036,"2129676088","Asian",NA,"360, W 42ND ST, New York, NY",NA,NA
"326","BOHEMIAN","321","EAST   73 STREET",10021,"2128611038","American",NA,"321, EAST   73 STREET, New York, NY",-73.9564804,40.7690811
"327","PEE DEE STEAK","2006","3 AVENUE",10029,"2129963300","American","B","2006, 3 AVENUE, New York, NY",NA,NA
"328","SAXON & PAROLE","316","BOWERY",10012,"2122540350","American",NA,"316, BOWERY, New York, NY",-73.9925297,40.7251995
"329","HUNAN PARK","721","COLUMBUS AVE",10025,"2122226511","Chinese",NA,"721, COLUMBUS AVE, New York, NY",-73.9675988,40.7922086
"330","AMY'S BREAD","672","9 AVENUE",10036,"2129772670","Bakery","A","672, 9 AVENUE, New York, NY",-73.9902341,40.7611987
"331","THE KITCHEN SINK","88","2 AVENUE",10003,"2124208050","American","A","88, 2 AVENUE, New York, NY",-73.9886272,40.7268083
"332","AU JUS","1762","1ST AVE",10128,"6464763580","Greek","A","1762, 1ST AVE, New York, NY",-73.9465966,40.7802574
"333","RED EYE COFFEE","423","9TH AVE",10001,"6466783833","Caf̩/Coffee/Tea","A","423, 9TH AVE, New York, NY",-73.9968223,40.7533148
"334","STARBUCKS","124","8 AVENUE",10011,"2124622020","Caf̩/Coffee/Tea","A","124, 8 AVENUE, New York, NY",NA,NA
"335","TSION CAFE & BAKERY","763","SAINT NICHOLAS AVE",10031,"2122342070","Ethiopian",NA,"763, SAINT NICHOLAS AVE, New York, NY",-73.9435021,40.8263367
"336","FRANCOIS PAYARD BAKERY","116","WEST HOUSTON STREET",10012,"2129950888","Bakery",NA,"116, WEST HOUSTON STREET, New York, NY",NA,NA
"337","LEXLER DELI","405","LEXINGTON AVENUE",10174,"2126870820","Sandwiches/Salads/Mixed Buffet","A","405, LEXINGTON AVENUE, New York, NY",-73.9753825,40.7516715
"338","WHISKEY TAVERN","79","BAXTER STREET",10013,"2123749119","American","A","79, BAXTER STREET, New York, NY",NA,NA
"339","COPPOLA'S","378","3 AVENUE",10016,"2126790070","Italian",NA,"378, 3 AVENUE, New York, NY",-73.9815567,40.7416725
"340","ABA TURKISH RESTAURANT","325","WEST   57 STREET",10019,"2129691782","Turkish","B","325, WEST   57 STREET, New York, NY",-73.984036,40.7674578
