"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"1452","GRUNAUER","1578","1ST AVE",10028,"German"
"1453","FABIO RESTAURANT","214","E 52ND ST",10022,"Italian"
"1454","PENN MARKET","401","8TH AVE",10001,"Delicatessen"
"1455","CHIPOTLE MEXICAN GRILL","71","SPRING STREET",10012,"Mexican"
"1456","TOKYO BAY JAPANESE RESTAURANT","183","DUANE STREET",10013,"Japanese"
"1457","EAT ON 8TH","601","WEST 26 STREET",10001,"American"
"1458","GINO'S PIZZA","81","CATHERINE STREET",10038,"Pizza"
"1459","BOCCA","135","WEST   50 STREET",10020,"American"
"1460","MCFADDEN'S","800","2ND AVE",10017,"Irish"
"1461","TROPILYZ","1917","7TH AVE",10026,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1462","WASHINGTON SQUARE DINER","150","WEST 4 STREET",10012,"American"
"1463","LA CAVERNA","122124","RIVINGTON STREET",10002,"American"
"1464","BLUE & GOLD BAR","79","E 7TH ST",10003,"American"
"1465","TREE","190","1 AVENUE",10009,"French"
"1466","PLAYA BETTY'S","320","AMSTERDAM AVE",10023,"American"
"1467","MARGHERITA","197","GRAND ST",10013,"Italian"
"1468","RESTAURANT LA SAVANE","239","W 116TH ST",10026,"African"
"1469","OMEN JAPANESE CUISINE","113","THOMPSON STREET",10012,"Japanese"
"1470","LOMBARDI'S","32","SPRING STREET",10012,"Pizza/Italian"
"1471","OOTOYA","141","W 41ST ST",10036,"Japanese"
"1472","SUBROSA","22","LITTLE WEST 12TH ST",10014,"Spanish"
"1473","PRET A MANGER","222","BROADWAY",10038,"American"
"1474","BAGEL TREE","245","E 124TH ST",10035,"Bagels/Pretzels"
"1475","BAR PITTI","268","6 AVENUE",10014,"Italian"
"1476","MIGHTY BOWL","817","2ND AVE",10017,"Asian"
"1477","CASA LA FEMME","140","CHARLES STREET",10014,"Egyptian"
"1478","SUSHI SEN-NIN","30","EAST   33 STREET",10016,"Japanese"
"1479","STARBUCKS","494","8 AVENUE",10001,"Caf̩/Coffee/Tea"
"1480","ORGANIQUE","110","EAST   23 STREET",10010,"American"
"1481","APOTHEKE/CHEMIST","9","DOYERS STREET",10013,"American"
"1482","MISHIMA RESTAURANT","164","LEXINGTON AVENUE",10016,"Japanese"
"1483","JIMBO'S HAMBURGER PALACE","117","DYCKMAN ST",10040,"American"
"1484","JUST SALAD","1306","1ST AVE",10021,"Salads"
"1485","V & T RESTAURANT","1024","AMSTERDAM AVENUE",10025,"Italian"
"1486","STARBUCKS","1117","LEXINGTON AVENUE",10075,"Caf̩/Coffee/Tea"
"1487","ETCETERA ETCETERA","352","WEST   44 STREET",10036,"Italian"
"1488","PERGOLA 36","36","W 28TH ST",10001,"Mediterranean"
"1489","CAFE LA CONTRADA","84","E 4TH ST",10003,"Italian"
"1490","1ST AVE GOURMET","1274","1ST AVE",10065,"American"
"1491","BAYARD BO KY RESTAURANT","78-80","BAYARD ST",10013,"Chinese"
"1492","THE DUPLEX","61","CHRISTOPHER STREET",10014,"American"
"1493","SUTTON CAFE RESTAURANT","1026","FIRST AVENUE",10022,"American"
"1494","CHIPOTLE MEXICAN GRILL","55","EAST    8 STREET",10003,"Tex-Mex"
"1495","SLAKE","251","W 30TH ST",10001,"American"
"1496","SUBWAY","852","10TH AVE",10019,"Sandwiches/Salads/Mixed Buffet"
"1497","MAMASITA BAR","818","10 AVE",10019,"Mexican"
"1498","BRUNO'S CATERING & CAFE","282284","1 AVENUE",10009,"American"
"1499","SOUTHGATE RESTAURANT/JW MARRIOT ESSEX HOUSE","160","CENTRAL PARK SOUTH",10019,"American"
"1500","SUBWAY","513","MAIN STREET",10044,"Sandwiches"
"1501","CULTURE 307","307","W 38TH ST",10018,"Caf̩/Coffee/Tea"
"1502","AUNTIE ANNE'S PRETZELS","2","PENN STATION",10001,"Bagels/Pretzels"
"1503","BARBUTO","775","WASHINGTON STREET",10014,"Italian"
"1504","CHIPOTLE MEXICAN GRILL","269","AMSTERDAM AVENUE",10023,"Mexican"
"1505","LA RIPAILLE RESTAURANT","605","HUDSON STREET",10014,"French"
"1506","CHICK-FIL-A AT 46TH & 6TH IN-LINE","1180","AVENUE OF THE AMERICAS",10036,"Sandwiches"
"1507","GOOD GOOD TASTE","13","MARKET ST",10002,"Chinese"
"1508","SPEEDY ROMEO","63","CLINTON ST",10002,"Pizza/Italian"
"1509","BOCADO CAFE","1297","LEXINGTON AVENUE",10128,"American"
"1510","BY CHLOE","60","W 22ND ST",10010,"Vegetarian"
"1511","APNA MASALA INDIAN CUISINE","344","E 6TH ST",10003,"Mexican"
"1512","MARAMANA","5009","BROADWAY",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1513","BLUE MOON CAFE","100","ORCHARD ST",10002,"Caf̩/Coffee/Tea"
"1514","MAREA RESTAURANT","240","CENTRAL PARK SOUTH",10019,"Italian"
"1515","CAFE DU SOLEIL","245","WEST  104 STREET",10025,"French"
"1516","DONOSTIA","155","AVE B",10009,"Tapas"
"1517","FREEMANS (FREEMANS ALLEY)","191","CHRYSTIE STREET",10002,"American"
"1518","AJISEN RAMEN","136","WEST   28 STREET",10001,"Japanese"
"1519","CREPE CAFE","1642","LEXINGTON AVE",10029,"American"
"1520","WONG KEE RESTAURANT","102","MOTT ST",10013,"Chinese"
"1521","DUNKIN' DONUTS, BASKIN ROBBINS","1392","LEXINGTON AVENUE",10128,"Donuts"
"1522","BERGER'S ON THE GO","2","EAST 39 STREET",10016,"Delicatessen"
"1523","STICKY'S FINGER JOINT #1","31","WEST    8 STREET",10011,"Chicken"
"1524","PEARL","18","CORNELIA STREET",10014,"Seafood"
"1525","CAPRI RESTAURANT","903","COLUMBUS AVE",10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1526","BEDFORD FALLS","206","EAST   67 STREET",10065,"American"
"1527","DTUT","1744","2ND AVE",10128,"American"
"1528","67 ORANGE STREET","2082","FREDERICK DOUGLAS BOULEVARD",10026,"American"
"1529","RAZOR BAR","2254","5TH AVE",10037,"American"
"1530","MARISCO CENTRO","1490","SAINT NICHOLAS AVE",10033,"Seafood"
"1531","QUALITY MEATS","57","WEST   58 STREET",10019,"Steak"
"1532","AIZUMI SUSHI","283","BROOME ST",10002,"Japanese"
"1533","UCHU","217","ELDRIDGE ST",10002,"Japanese"
"1534","VIAND COFFEE SHOP","673","MADISON AVENUE",10065,"Greek"
"1535","BLACK IRON BURGER","245","W 38TH ST",10018,"Hamburgers"
"1536","GOOD STUFF DINER","109","WEST   14 STREET",10011,"American"
"1537","ROYALTON HOTEL","44","W 44TH ST",10036,"American"
"1538","MUNCHERY","701","1ST AVE",10017,"American"
"1539","MARCO POLO PIZZA & DELI","1289","MADISON AVENUE",10128,"Delicatessen"
"1540","CANTINA TAQUERIA & TEQUILA BAR","329","LENOX AVE",10027,"Mexican"
"1541","ONE 7 KARAOKE","29","WEST   17 STREET",10011,"American"
"1542","MITZ (MELLOW YELLOW COFFEE & VIBES)","1729","1ST AVE",10128,"Jewish/Kosher"
"1543","NEW ICHIE JAPANESE RESTAURANT","1215","LEXINGTON AVE",10028,"Japanese"
"1544",NA,"328","E 6TH ST",10003,"Other"
"1545","GALLOW GREEN","530542","WEST   27 STREET",10001,"French"
"1546","SEBASTIAN - CHLOE 81/ FARM HOUSE","81","LUDLOW STREET",10002,"French"
"1547","CONES","272","BLEECKER STREET",10014,"Ice Cream, Gelato, Yogurt, Ices"
"1548","GRAN MORSI","22","WARREN ST",10007,"Italian"
"1549","KOBRICK COFFEE CO.","24","9 AVENUE",10014,"Bottled beverages, including water, sodas, juices, etc."
"1550","THE THIRSTY SCHOLAR","155","2 AVENUE",10003,"American"
"1551","PIG HEAVEN","1420","3RD AVE",10028,"Chinese"
"1552","BEACH STREET EATERY","57","BEACH STREET",10013,"American"
"1553","UNTITLED","99","GANSEVOORT ST",10014,"American"
"1554","KING BAKERY","90","EAST BROADWAY",10002,"Bakery"
"1555","FIVE GUYS FAMOUS BURGERS AND FRIES","296","BLEEKER STREET",10014,"Hamburgers"
"1556","MACAO  RESTAURANT AND BAR","311","CHURCH STREET",10013,"Asian"
"1557","SUBWAY","250","BROADWAY",10007,"Sandwiches"
"1558","HUNAN BISTRO","96","3RD AVE",10003,"Chinese"
"1559","COCOA BAR","21","CLINTON STREET",10002,"Caf̩/Coffee/Tea"
"1560","MILBANK TWEED HADLEY & MCCLOY","1","CHASE MANHATTAN PLAZA",10005,"American"
"1561","WOODROWS","43","MURRAY STREET",10007,"American"
"1562","PADOCA BAKERY","359","E 68TH ST",10065,"Bakery"
"1563","ALPHABET LOUNGE","104","AVENUE C",10009,"American"
"1564","CHOP'T","11","WEST   42 STREET",10036,"American"
"1565","PUNTO DE SABOR","1464","ST NICHOLAS AVENUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1566","DUNKIN' DONUTS","728","W 181ST ST",10033,"Donuts"
"1567","CARIBBEAN FIESTA","1544","MADISON AVE",10029,"Caribbean"
"1568","10TH AVENUE COOKSHOP","156","10 AVENUE",10011,"American"
"1569","THE ELK","128","CHARLES ST",10014,"American"
"1570","MAKE MY CAKE","121","ST NICHOLAS AVENUE",10026,"Bakery"
"1571","FRASKO DELI","2450","AMSTERDAM AVE",10033,"Delicatessen"
"1572","CORRADO BREAD AND PASTRY","960","LEXINGTON AVENUE",10021,"Caf̩/Coffee/Tea"
"1573","EASY CORNER RESTAURANT & GRILL","101","WEST  136 STREET",10030,"Caribbean"
"1574","SAHARA'S TURKISH CUISINE","513","2ND AVE",10016,"Turkish"
"1575","MACARON CAFE","152","W 36TH ST",10018,"French"
"1576","THE RED CAT","227","10 AVENUE",10011,"American"
"1577","BOBBY VAN'S STEAKHOUSE","25","BROAD STREET",10004,"Steak"
"1578","UMI NO IE","86","EAST    3 STREET",10003,"Japanese"
"1579","GRINI'S BAKERY","645","LENOX AVE",10037,"Bakery"
"1580","JACK STUDIOS","601","WEST   26 STREET",10001,"American"
"1581","YAMA RAMEN","60","W 48TH ST",10036,"Japanese"
"1582","STARBUCKS","1500","BROADWAY",10036,"Caf̩/Coffee/Tea"
"1583","WOK WOK SOUTHEAST ASIAN KITCHEN","11","MOTT ST",10013,"Asian"
"1584","ZEN 6","31","SAINT MARK'S PLACE",10003,"Japanese"
"1585","IL BARETTO","750","11 AVENUE",10019,"Italian"
"1586","LUNETTA PIZZERIA","1162","FIRST AVENUE",10065,"Pizza/Italian"
"1587","AMAZING 66 RESTAURANT","66","MOTT STREET",10013,"Chinese"
"1588","GRILL FRESH TORTILLAS","573","2ND AVE",10016,"Tex-Mex"
"1589","RONG TIAM","331","LEXINGTON AVE",10016,"Thai"
"1590","JING FONG RESTAURANT","20","ELIZABETH STREET",10013,"Chinese"
"1591","TAPOUT FITNESS","1915","3RD AVE",10029,"Juice, Smoothies, Fruit Salads"
"1592","STAR ON 18TH DINER CAFE","128","10 AVENUE",10011,"American"
"1593","COFFEE SHOP DINER","442","EAST   14 STREET",10009,"American"
"1594","FRESH WHITE SWAN BAKERY","88","E BROADWAY",10002,"Bakery"
"1595","NEW YORK KIMCHI","18","W 48TH ST",10036,"Korean"
"1596","NATUREWORKS RESTAURANT","113","EAST   31 STREET",10016,"American"
"1597","THE STAND","239","3 AVENUE",10003,"American"
"1598","PIER 66 MARITIME","205207","12 AVENUE",10001,"American"
"1599","DALLAS BBQ","241","WEST 42 STREET",10036,"Barbecue"
"1600","NEW YORK STOCK EXCHANGE","11","WALL STREET",10005,"American"
"1601","DUNKIN' DONUTS","49","NASSAU ST",10038,"Bagels/Pretzels"
"1602","BLUE SMOKE","116","EAST   27 STREET",10016,"American"
"1603","BECCO","355","WEST   46 STREET",10036,"Italian"
"1604","GOTHAM BAR & GRILL","12","EAST   12 STREET",10003,"American"
"1605","IGUANA RESTAURANT","240","WEST   54 STREET",10019,"Mexican"
"1606","ONE MORE THAI","6","CLINTON STREET",10002,"Thai"
"1607","BINY","393","CANAL ST",10013,"Chinese/Japanese"
"1608","VIV RESTAURANT","717","9TH AVE",10019,"Thai"
"1609","CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO","94","GREENWICH STREET",10006,"American"
"1610","CAFE O'","622","3 AVENUE",10017,"American"
"1611","HOUSE OF BREWS","302","WEST   51 STREET",10019,"American"
"1612","VSPOT ORGANIC","12","SAINT MARKS PL",10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1613","FILLMORE DELICATESSEN","1668","3RD AVE",10128,"Sandwiches/Salads/Mixed Buffet"
"1614","TXIKITO","240","9 AVENUE",10001,"Spanish"
"1615","EAST SIDE BAGEL CAFE","1496","1 AVENUE",10075,"Bagels/Pretzels"
"1616","LA PULPERIA 57","151","E 57TH ST",10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1617","CHONG QING XIAO MIAN NOODLE HOUSE","796","9TH AVE",10019,"Chinese"
"1618","FUNG TU","22","ORCHARD ST",10002,"Chinese"
"1619","PICK A BAGEL","1475","2 AVENUE",10075,"Bagels/Pretzels"
"1620","STARBUCKS","400","EAST 23RD STREET",10010,"Caf̩/Coffee/Tea"
"1621","HIDEAWAY","185","DUANE STREET",10013,"American"
"1622","BAKER'S PIZZA","201","AVENUE A",10009,"Pizza"
"1623","LUPITA RESTAURANT","2049","2ND AVE",10029,"Mexican"
"1624","THE P INSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING","700","FIFTH AVE",10019,"American"
"1625","VINO LEVANTINO","210","WEST 94TH STREET",10025,"Mediterranean"
"1626","LE PAIN QUOTIDIEN","1592","1ST AVE",10028,"American"
"1627","BAR MISHIMA","212","EAST   52 STREET",10022,"Japanese"
"1628","FINNERTY'S","221","2 AVENUE",10003,"Bottled beverages, including water, sodas, juices, etc."
"1629","CHIPOTLE MEXICAN GRILL","1497","3 AVENUE",10028,"Mexican"
"1630","BURGER JOINT","42","BROADWAY",10004,"Other"
"1631","AL HORNO","36","LEXINGTON AVE",10010,"Mexican"
"1632","DOMINIQUE ANSEL BAKERY","189","SPRING STREET",10012,"French"
"1633","SUBWAY","300","W 17TH ST",10011,"Sandwiches/Salads/Mixed Buffet"
"1634","EMPELLON COCINA","105","1 AVENUE",10003,"Mexican"
"1635","BAR NONE","98","3 AVENUE",10003,"American"
"1636","RALPH'S COFFEE","711","5TH AVE",10022,"Caf̩/Coffee/Tea"
"1637","AUGURS WELL","115","ST MARKS PLACE",10009,"American"
"1638","MEXICAN RESTAURANT","1779","LEXINGTON AVENUE",10029,"Mexican"
"1639","TIMESCARE ARTS CENTER THEATRE","300","WEST   43 STREET",10036,"American"
"1640","CRUNCH PIT STOP","1109","2 AVENUE",10022,"Juice, Smoothies, Fruit Salads"
"1641","INDIGO INDIAN BISTRO","283","COLUMBUS AVENUE",10023,"Indian"
"1642","LUNA","121","W 29TH ST",10001,"Caf̩/Coffee/Tea"
"1643","OTTO'S TACOS","141","SECOND AVE",10003,"Mexican"
"1644","CAFFE BENE","816","BROADWAY",10003,"Caf̩/Coffee/Tea"
"1645","NIKO NIKO SUSHI & BOWL","133","JOHN ST",10038,"Japanese"
"1646","AROMA ESPRESSO BAR","161","WEST   72 STREET",10023,"Caf̩/Coffee/Tea"
"1647","VIA EMILIA","47","EAST   21 STREET",10010,"Italian"
"1648","MARSHALL STACK","6668","RIVINGTON STREET",10002,"American"
"1649","STARBUCKS","2140","BROADWAY",10023,"Caf̩/Coffee/Tea"
"1650","SUGAR BAR","254","WEST   72 STREET",10023,"American"
"1651","BEST WESTERN CONVENTION CENTER","522","WEST   38 STREET",10018,"American"
"1652","456 RESTAURANT","69","MOTT STREET",10013,"Chinese"
"1653","BEN & JACKS STEAKHOUSE","255","5 AVENUE",10016,"Steak"
"1654","HIDE CHAN RAMEN","248","EAST   52 STREET",10022,"Japanese"
"1655","GRIMALDI'S","656","6 AVENUE",10010,"Pizza"
"1656","JOE COFFEE","330","HUDSON ST",10013,"Caf̩/Coffee/Tea"
"1657","PARRILLA RESTAURANT","3920","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1658","SPREADHOUSE COFFEE","116","SUFFOLK ST",10002,"Caf̩/Coffee/Tea"
"1659","ANASSA TAVERNA","200","E 60TH STREET",10022,"American"
"1660","CHELSEA PAPAYA","171","WEST   23 STREET",10011,"American"
"1661","HANK'S JUICY BEEF","86","CHAMBERS ST",10007,"Sandwiches"
"1662","BAOHAUS","238","EAST   14 STREET",10003,"Asian"
"1663","ORIGINAL SANDWICHES","58A","GREENWICH AVENUE",10011,"Sandwiches"
"1664","ATOMIC WINGS","311","BROADWAY",10007,"Chicken"
"1665","HARBS","198","9TH AVE",10011,"Japanese"
"1666","FLORIDITA RESTAURANT","2276","12 AVENUE",10027,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1667","PIAZZA PIZZA & GRILL","1530","3 AVENUE",10028,"Pizza"
"1668","SOLO PIZZA","27","AVENUE B",10009,"Pizza"
"1669","RAMEN TAKUMI","1","UNIVERSITY PLACE",10003,"Japanese"
"1670","LE PAIN QUOTIDIEN","10","5 AVENUE",10011,"Sandwiches"
"1671","MOTI MAHAL DELUX","1149","1 AVENUE",10065,"Indian"
"1672","TAQUERIA SAN PEDRO","3662","BROADWAY",10031,"Mexican"
"1673","CAFE LAFAYETTE","80","LAFAYETTE STREET",10013,"Delicatessen"
"1674","Pizza Guys","3609","BROADWAY",10031,"Pizza/Italian"
"1675","RABBITS","142","SULLIVAN STREET",10012,"Caf̩/Coffee/Tea"
"1676","SEXY TACO DIRTY CASH","161","MALCOLM X BLVD",10026,"American"
"1677","JEJU NOODLE BAR","679","GREENWICH ST",10014,"Korean"
"1678","POTBELLY SANDWICH WORKS","150","EAST   44 STREET",10017,"American"
"1679","THE MALT HOUSE","206","THOMPSON STREET",10012,"American"
"1680","Jaques Brasserie","204","E 85TH ST",10028,"French"
"1681","MINCA RAMEN FACTORY","536","EAST    5 STREET",10009,"Japanese"
"1682","BELAIRE CAFE","525","EAST   71 STREET",10021,"American"
"1683","SUBWAY","2793","8TH AVE",10039,"Sandwiches"
"1684","PECULIAR PUB","145","BLEECKER STREET",10012,"American"
"1685","ONO BOWLS","33","E 8TH ST",10003,"Juice, Smoothies, Fruit Salads"
"1686","MCGEES PUB","240","WEST   55 STREET",10019,"American"
"1687","HARLEM BAR-B-Q","547","LENOX AVE",10037,"Barbecue"
"1688","DUNKIN' DONUTS, BASKIN ROBBINS","542","E 14TH ST",10009,"Donuts"
"1689","HORCHATA","470","AVENUE OF THE AMERICAS",10011,"Mexican"
"1690","AMERICAN RETRO BAR & GRILL","714","11TH AVE",10019,"American"
"1691","STARBUCKS","14","WALL ST",10005,"Caf̩/Coffee/Tea"
"1692","VOYA CAFETERIA","230","PARK AVENUE",10169,"American"
"1693","MJ PIZZA","1976","1ST AVE",10029,"Pizza"
"1694","BOWLMOR CHELSEA PIERS","60","CHELSEA PIERS",10011,"American"
"1695","TAIWAN PORK CHOP HOUSE","3","DOYERS ST",10013,"Chinese"
"1696","BROOME STREET BAR","363","WEST BROADWAY",10013,"American"
"1697","MERCI MARKET","350","WEST   42 STREET",10036,"Delicatessen"
"1698","COPPER KETTLE KITCHEN","1471","2ND AVE",10075,"American"
"1699","TOASTIES","924","3RD AVE",10022,"American"
"1700","BURGER ONE NYC","1150","LEXINGTON AVENUE",10075,"American"
"1701","HILTON GARDEN INN- MANHATTAN- MIDTOWN EAST","206","E 52ND ST",10022,"American"
"1702","TEDS CORNER TAVERN","523","3RD AVENUE",10016,"Greek"
"1703","GOTAN","20","W 46TH ST",10036,"Caf̩/Coffee/Tea"
"1704","SWEETGREEN","8","E 18TH ST",10003,"Salads"
"1705","BAGELS & CO","500","E 76TH ST",10021,"Bagels/Pretzels"
"1706","CASELLULA CHEESE & WINE CAFE","401","WEST   52 STREET",10019,"American"
"1707","GINGERS (DOUBLE TREE HOTEL)","1568","BROADWAY",10036,"American"
"1708","LUCISOUS THAI","1099","1ST AVE",10065,"Thai"
"1709","MADMAN ESPRESSO","319","EAST   14 STREET",10003,"Caf̩/Coffee/Tea"
"1710","SALUMERIA BEILLESE/ BIRICCHINO REST","378","8 AVENUE",10001,"Italian"
"1711","MCDONALD'S","220","WEST   42 STREET",10036,"Hamburgers"
"1712","THE MILL","375","5TH AVE",10016,"American"
"1713","EAST SEAFOOD RESTAURANT","17","DIVISION ST",10002,"Chinese"
"1714","KURUMAZUSHI RESTAURANT","7","EAST   47 STREET",10017,"Japanese"
"1715","LE GLACIER","60","WALL STREET",10005,"American"
"1716","VIA CAROTA","51","GROVE ST",10014,"Italian"
"1717","LOVE CRAFT, JOHNNY FAVORITE'S","50","AVENUE B",10009,"Seafood"
"1718","MOLE CANTINA MEXICANA","1735","2 AVENUE",10128,"Mexican"
"1719","AU BON PAIN","111","FULTON STREET",10038,"French"
"1720","Retro Grill & Bar (Holiday Inn)","150","DELANCEY ST",10002,"American"
"1721","CHIPOTLE MEXICAN GRILL","604","2 AVENUE",10016,"Mexican"
"1722","MCDONALD'S","213","MADISON STREET",10002,"American"
"1723","THE FAT RADISH","17","ORCHARD STREET",10002,"English"
"1724","CAPRI RISTORANTE PIZZERIA BAR","145","MULBERRY STREET",10013,"Italian"
"1725","AMMOS ESTIATORIO","52","VANDERBILT AVE",10017,"Greek"
"1726","FRIEND OF A FARMER","77","IRVING PLACE",10003,"American"
"1727","BASSANOVA RAMEN","76","MOTT ST",10013,"Japanese"
"1728","MOLE","57","JANE STREET",10014,"Mexican"
"1729","BOURBON STREET BAR AND GRILLE","346","WEST   46 STREET",10036,"American"
"1730","TAVERN ON JANE","31","8 AVENUE",10014,"American"
"1731","GOLDEN FOREST","353","GRAND ST",10002,"Chinese"
"1732","IRISH PUNT","40","EXCHANGE PLACE",10005,"Irish"
"1733","AINSWORTH MIDTOWN","45","E 33RD ST",10016,"American"
"1734","KENNEDY FRIED CHICKEN","2798","8TH AVE",10039,"Indian"
"1735","BEN & JERRY'S NYC METRO","24","SAINT MARKS PL",10003,"Ice Cream, Gelato, Yogurt, Ices"
"1736","AWASH ETHIOPIAN RESTAURANT","947","AMSTERDAM AVENUE",10025,"Ethiopian"
"1737","YAHOO NYC CAFE","229","W 43RD ST",10036,"American"
"1738","FUMO RESTAURANT","1600","AMSTERDAM AVE",10031,"Italian"
"1739","CHUCK AND BLADE - BUNS BAR","184","8TH AVE",10011,"American"
"1740","CHINATOWN CHINESE RESTAURANT","250","E HOUSTON ST",10002,"Chinese"
"1741","CASA MONO/BAR JAMON (NEXT DOOR)","52","IRVING PLACE",10003,"Tapas"
"1742","RIN THAI CUISINE","265","WEST   23 STREET",10011,"Thai"
"1743","MAOZ VEGETARIAN","59","EAST 8 STREET",10003,"Vegetarian"
"1744","PLANET HOLLYWOOD","1540","BROADWAY",10036,"American"
"1745","TROPICAL 128","128","ELIZABETH STREET",10013,"American"
"1746","CHICK-FIL-A","1000","AVENUE OF THE AMERICAS",10018,"Chicken"
"1747","FLINDERS LANE","162","AVENUE A",10009,"Australian"
"1748","OITA SUSHI","1317A","2ND AVE",10021,"Japanese"
"1749","KETTLE OF FISH","59","CHRISTOPHER STREET",10014,"American"
"1750","THAI SOUP","166","E 118TH ST",10035,"Thai"
"1751","CIEN FUEGOS","95","AVENUE A",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"1752","FRESCO TORTILLAS","858","10 AVENUE",10019,"Tex-Mex"
"1753","THE COCK & BULL","23","WEST   45 STREET",10036,"English"
"1754","SNAFU 28","37","EAST   28 STREET",10016,"American"
"1755","PARADA 47 MEXICAN RESTAURANT","526","W 47TH ST",10036,"Mexican"
"1756","SANT AMBROEUS","1000","MADISON AVENUE",10075,"Italian"
"1757","VOLARE RESTAURANT","147","WEST FOURTH STREET",10012,"Italian"
"1758","28 MING'S CAFFE","28","CANAL ST",10002,"Chinese"
"1759","THE PRESS BOX","932","2 AVENUE",10022,"American"
"1760","MOONSTRUCK","244","MADISON AVENUE",10016,"American"
"1761","ADYAR ANANDA BHAVAN","1071","1ST AVE",10022,"Indian"
"1762","AL BUSTAN RESTAURANT","319","EAST   53 STREET",10022,"Middle Eastern"
"1763","JOE","187","COLUMBUS AVE",10023,"Caf̩/Coffee/Tea"
"1764","THE HAPPIEST HOUR","121","WEST   10 STREET",10011,"American"
"1765","THE NATIONAL","125","EAST   50 STREET",10022,"American"
"1766","HESTIA MARKETPLACE","513","FASHION AVE",10018,"American"
"1767","ARLENE'S GROCERY","95","STANTON STREET",10002,"American"
"1768","MATCHA CAFE WABI","233","E 4TH ST",10009,"Caf̩/Coffee/Tea"
"1769","SHAKE SHACK","600","3RD AVE",10016,"American"
"1770","ELMA'S OF HARLEM","355","W 116TH ST",10026,"Other"
"1771","CHIPOTLE MEXICAN GRILL","100","MAIDEN LANE",10038,"Mexican"
"1772","FAMOUS CALABRIA PIZZERIA","27","SAINT JAMES PL",10038,"Pizza/Italian"
"1773","BEN'S DELI","209","WEST   38 STREET",10018,"Jewish/Kosher"
"1774","LEXINGTON BRASS","517","LEXINGTON AVENUE",10017,"Basque"
"1775","TABLESIDE ITALIAN COOK SHOPPE","345","E 6TH ST",10003,"Seafood"
"1776","TRATTORIA I MALATESTA","649","WASHINGTON STREET",10014,"Italian"
"1777","VAMOS","348","1 AVENUE",10010,"Mexican"
"1778","NANOOSH","111","UNIVERSITY PLACE",10003,"Mediterranean"
"1779","DUNKIN' DONUTS, BASKIN ROBBINS","55","WEST   55 STREET",10019,"Donuts"
"1780","2BEANS","461","AMSTERDAM AVE",10024,"Caf̩/Coffee/Tea"
"1781","TRI TIP GRILL","30","ROCKERFELLER PLAZA",10112,"Southwestern"
"1782","KEATS RESTAURANT","842","2 AVENUE",10017,"American"
"1783","MCDONALD'S","39","UNION SQUARE WEST",10003,"Hamburgers"
"1784","TASTE GOOD RESTAURANT","18","WEST 25TH STREET",10010,"Chinese"
"1785","BOBO RESTAURANT","181","WEST   10 STREET",10014,"American"
"1786","DUNKIN' DONUTS, HUDSON NEWS","2","PENNSYLVANIA PLAZA",10001,"American"
"1787","KAZZA WINE BAR","708","W 177TH ST",10033,"Tapas"
"1788","GREGORY'S COFFEE","551","MADISON AVE",10022,"Caf̩/Coffee/Tea"
"1789","KORCHMA TARAS BULBA","357","WEST BROADWAY",10013,"Eastern European"
"1790","JEWEL BAKO","239","EAST    5 STREET",10003,"Japanese"
"1791","COCO","156","DELANCEY ST",10002,"Caf̩/Coffee/Tea"
"1792","ONEGIN","391","AVENUE OF THE AMERICAS",10014,"Russian"
"1793","THE NUAA","1122","1 AVENUE",10065,"Thai"
"1794","H&H MIDTOWN BAGELS EAST","526","COLUMBUS AVE",10024,"Bagels/Pretzels"
"1795","AU BON PAIN","170","WILLIAM ST",10038,"American"
"1796","BANN","350","WEST   50 STREET",10019,"Korean"
"1797","IRVING PLAZA","17","IRVING PLACE",10003,"American"
"1798","LUKE'S LOBSTER","93","EAST    7 STREET",10009,"Seafood"
"1799","PERFECTO PIZZERIA","2479","BROADWAY",10025,"Pizza/Italian"
"1800","CARMA","507","E 6TH ST",10009,"Asian"
"1801","PS KITCHEN","246","W 48TH ST",10036,"American"
"1802","KAHVE","774","9 AVENUE",10019,"Caf̩/Coffee/Tea"
"1803","DYLAN MURPHY","1453","3 AVENUE",10028,"American"
"1804","KING HOUSE","1053","ST NICHOLAS AVENUE",10032,"Chinese"
"1805","BIG NICK'S PIZZA & BURGER JOINT","70","WEST 71 SREET",10023,"Pizza/Italian"
"1806","BARBALU","225","FRONT STREET",10038,"Italian"
"1807","MK KARAOKE","11","WEST   32 STREET",10001,"Korean"
