"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"6235","TOCQUEVILLE RESTAURANT","3","EAST   15 STREET",10003,"French"
"6236","BAREBURGER","1370","1 AVENUE",10021,"Hamburgers"
"6237","DSQUARE CAFE","714","9TH AVE",10019,"American"
"6238","VIVI BUBBLE TEA","183","HESTER ST",10013,"Caf̩/Coffee/Tea"
"6239","CARROLL PLACE","157","BLEECKER ST",10012,"Italian"
"6240","KOBEYAKI","110","West 40th Street",10018,"Japanese"
"6241","AOA BAR & GRILL","6","YORK STREET",10013,"American"
"6242","FIKA","155","7TH AVE",10011,"Caf̩/Coffee/Tea"
"6243","NEW YORK LUNCHEONETTE","135","EAST   50 STREET",10022,"American"
"6244","44TH STREET PIZZA","700","3 AVENUE",10017,"Pizza"
"6245","NEW GOLDEN DRAGON CHINESE RESTAURANT","398A","W 145TH ST",10031,"Chinese"
"6246","STARBUCKS COFFEE","1077","3RD AVE",10065,"Caf̩/Coffee/Tea"
"6247","KENNEDY CHICKEN & PIZZA","2409","2ND AVE",10035,"American"
"6248","ZORALIE RESTAURANT","449","WEST 51 STREET",10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6249","MONTE'S","97","MACDOUGAL STREET",10012,"Italian"
"6250","OATMEALS","120","W 3RD ST",10012,"American"
"6251","FIVE GUYS FAMOUS BURGERS AND FRIES","2847","BROADFWAY",10025,"American"
"6252","THE SEA GRILL","19","WEST   49 STREET",10020,"Seafood"
"6253","SPICE","610","AMSTERDAM AVE",10024,"Chinese"
"6254","COZY CORNER/CHICKEN LOVER","1161","2 AVENUE",10065,"Delicatessen"
"6255","108 FOOD DRIED HOT POT","2794","BROADWAY",10025,"Chinese"
"6256","RUSSIAN VODKA ROOM","265","WEST   52 STREET",10019,"Russian"
"6257","INSOMNIA COOKIES","1579","2 AVENUE",10028,"Bakery"
"6258","WHYNOT COFFE & WINE ART GALLERY","175","ORCHARD ST",10002,"Caf̩/Coffee/Tea"
"6259","ARATA IZUMI JAPANESE RESTAURANT","139","W 28TH ST",10001,"Japanese"
"6260","CRISPO","240","WEST   14 STREET",10011,"Italian"
"6261","16 HANDLES","428","3 AVENUE",10016,"Ice Cream, Gelato, Yogurt, Ices"
"6262","STARBUCKS","803","WEST  181 STREET",10033,"Caf̩/Coffee/Tea"
"6263","MAMAN","211","W BROADWAY",10013,"Sandwiches/Salads/Mixed Buffet"
"6264","RASPBERRY DELI & GROCERY","2127","2 AVENUE",10029,"Delicatessen"
"6265","DUNKIN' DONUTS, BASKIN ROBBINS","360","WEST   31 STREET",10001,"Donuts"
"6266","MAD DOG & BEANS","83","PEARL STREET",10004,"Mexican"
"6267","Sushi Kaito","244","W 72ND ST",10023,"Other"
"6268","LA MAISON DU MACARON","132","WEST   23 STREET",10011,"French"
"6269","HARLEM KARIBE TAKE OUT","2234","ADAM CLAYTON POWEL JR BLVD",10027,"Caribbean"
"6270","STARBUCKS","1280","LEXINGTON AVENUE",10028,"Caf̩/Coffee/Tea"
"6271","UCB EAST COMEDY","153","EAST    3 STREET",10009,"American"
"6272","GREENWICH STEAK HOUSE FG","62","GREENWICH AVE",10011,"Steak"
"6273","CARA MIA","623","9TH AVE",10036,"Italian"
"6274","NETA","61","WEST    8 STREET",10011,"Japanese"
"6275","DISHES","827","3RD AVE",10022,"American"
"6276","STARBUCKS","1445","1 AVENUE",10021,"Caf̩/Coffee/Tea"
"6277","NO 32","32","EAST    2 STREET",10003,"American"
"6278","THE GROWLER","55","STONE STREET",10004,"American"
"6279","MCDONALD'S","401","PARK AVE S",10016,"Sandwiches/Salads/Mixed Buffet"
"6280","BIRCH COFFEE","134.5","E 62ND ST",10065,"Caf̩/Coffee/Tea"
"6281","GIGI CAFE","307","7 AVENUE",10001,"American"
"6282","OCEAN PRIME","123","W 52ND ST",10019,"American"
"6283","EL MITOTE","208","COLUMBUS AVENUE",10023,"Mexican"
"6284","LA CONTENTA","102","NORFOLK ST",10002,"Mexican"
"6285","HELLO DELI","213","WEST   53 STREET",10019,"Delicatessen"
"6286","BURGERS AND GRILL","2543","AMSTERDAM AVE",10033,"Jewish/Kosher"
"6287","LA SONRISA EMPANADAS","NKA","HIGHLINE PARK, WEST 15TH ST",10011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6288","STARBUCKS","2853","BROADWAY",10025,"Caf̩/Coffee/Tea"
"6289","HALE & HEARTY SOUP","927","8 AVENUE",10019,"Soups & Sandwiches"
"6290","VITAE","4","E 46TH ST",10017,"American"
"6291","HAIR OF THE DOG","168","ORCHARD STREET",10002,"American"
"6292","IZAKAYA IDA","141","W 72ND ST",10023,"Japanese"
"6293","5 STAR CHEESE STEAK AND PIZZA","2039","1ST AVE",10029,"Pizza"
"6294","HEERMANCE FARM PURVEYORS","183","CHRISTOPHER ST",10014,"American"
"6295","FOUR SEASONS HOTEL NEW YORK","57","E 57TH ST",10022,"American"
"6296","AMERICAN GIRL CAFE","75","ROCKEFELLER PLZ",10019,"American"
"6297","CLOISTERS GRILL","7","HENSHAW STREET",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6298","ALOHA SUSHI & POKE BOWL","330","E 53RD ST",10022,"Japanese"
"6299","CLINTON STREET BAKING COMPANY","4","CLINTON STREET",10002,"American"
"6300","BLUJEEN","2143","FREDERICK DOUGLASS BLVD",10026,"American"
"6301","MANHATTAN ELITE","PIER 62","CHELSEA PIERS",10011,"American"
"6302","FAVELA CUBANA","543","LA GUARDIA PLACE",10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6303","XE MAY","96","ST MARKS PLACE",10009,"Sandwiches/Salads/Mixed Buffet"
"6304","GOLDEN CITY CHINESE RESTAURANT","423","9 AVENUE",10001,"Chinese"
"6305","NO. 1 RESTAURANT","4480","BROADWAY",10040,"Chinese/Cuban"
"6306","DYCKMAN BILLIARDS CAFE","100","DYCKMAN ST",10040,"American"
"6307","THERAPY","348","WEST   52 STREET",10019,"American"
"6308","TERRA","222","WEST BROADWAY",10013,"Italian"
"6309","QUALITY EATS","3","E 28TH ST",10016,"Other"
"6310","TRADER'S EXPRESS DELI","22","BEAVER STREET",10004,"American"
"6311","VANESSA DUMPLINGS","118A","ELDRIDGE ST",10002,"Chinese"
"6312","THE ARCHIVE","12","EAST   36 STREET",10016,"American"
"6313","BEERZAAR","213","6TH AVE",10014,"Bottled beverages, including water, sodas, juices, etc."
"6314","LE RELAIS DE VENISE L'ENTRECOTE","15","WATTS ST",10013,"French"
"6315","LA ESQUINA DEL SALMON","3379","BROADWAY",10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6316","GOLDEN FUNG WONG BAKERY","41","MOTT STREET",10013,"Bakery"
"6317","PICKLER & CO","216","E 45TH ST",10017,"American"
"6318","VILLAGE DEN RESTAURANT","225","W 12TH ST",10011,"American"
"6319","NOVITA","102","EAST   22 STREET",10010,"Italian"
"6320","DUNKIN' DONUTS","355","EAST   86 STREET",10028,"Donuts"
"6321","GAN ASIA","691","AMSTERDAM AVENUE",10025,"Asian"
"6322","MADISON SQUARE","51","MADISON AVE",10010,"American"
"6323","AL'S DELI","458","7TH AVE",10123,"Delicatessen"
"6324","THE WEIR","1672","3RD AVE",10128,"American"
"6325","THE LATELY","357","W 16TH ST",10011,"American"
"6326","NIAGARA/ LOVERS OF TODAY/ CABIN DOWN BELOW","112","AVENUE A",10009,"American"
"6327","THINK COFFEE","1","BLEECKER STREET",10012,"Caf̩/Coffee/Tea"
"6328","NoMad","1170","BROADWAY",10001,"American"
"6329","SWEETGREEN GREENWICH VILLAGE","226","BLEECKER ST",10012,"Armenian"
"6330","SAPPHIRE INDIAN CUISINE","1845","BROADWAY",10023,"Indian"
"6331","KARAOKE BOHO","186","WEST    4 STREET",10014,"Korean"
"6332","EMBASSY SUITES BY HILTON NEW YORK MIDTOWN MANHATTAN","60","W 37TH ST",10018,"American"
"6333","ONE LENOX","1113","1ST AVE",10065,"American"
"6334","MILK & COOKIES BAKERY","19","COMMERCE STREET",10014,"Bakery"
"6335","THE MEATBALL SHOP","84","STANTON STREET",10002,"Italian"
"6336","JUDGE ROY BEAN","38","WEST   56 STREET",10019,"American"
"6337","CONVENE AT 32 OLD SLIP","32","OLD SLIP",10005,"American"
"6338","BIER INTERNATIONAL","2099","8 AVENUE",10026,"American"
"6339","STEPHEN SONDHEIM THEATRE","124","W 43RD ST",10036,"American"
"6340","STARBUCKS","201","WEST  125 STREET",10027,"Caf̩/Coffee/Tea"
"6341","YURI SUSHI","374","W 46TH ST",10036,"Japanese"
"6342","MORSO","420","EAST   59 STREET",10022,"Italian"
"6343","SWEETGREEN","100","KENMARE ST",10012,"Salads"
"6344","Rafele","29","7 AVENUE SOUTH",10014,"Pizza/Italian"
"6345","DISNEY ABC CAFETERIA","77","WEST   66 STREET",10023,"American"
"6346","BENVENUTI","235","S END AVE",10280,"Pizza/Italian"
"6347","KUKU CANTEEN","289","MERCER STREET",10003,"Japanese"
"6348","MAJESTIC DELICATESSEN CAFE","200","WEST   50 STREET",10019,"American"
"6349","PERFECT TASTE","1884","PARK AVENUE",10035,"Chinese"
"6350","NEW ANDY'S DELI","873","BROADWAY",10003,"Delicatessen"
"6351","MARY O'S","32","AVENUE A",10009,"American"
"6352","BLOOMBERG 731 LEX","731","LEXINGTON AVE",10022,"American"
"6353","MISS MADELEINE","400","E 82ND ST",10028,"Bakery"
"6354","EVA'S RESTAURANT","11","WEST    8 STREET",10011,"American"
"6355","INDIKITCH","109","W 37TH ST",10018,"Indian"
"6356","LE CHEILE","839","WEST  181 STREET",10033,"Irish"
"6357","TOMINO - TABERNA GALLEGA","192","GRAND ST",10013,"Spanish"
"6358","THE BLACK ROSE NY","117","AVENUE A",10009,"American"
"6359","YUMMY SUSHI","1758","1 AVENUE",10128,"Japanese"
"6360","ALLORA","145","E 47TH ST",10017,"Italian"
"6361","KUNG FU TEA","73","CHRYSTIE STREET",10002,"Caf̩/Coffee/Tea"
"6362","HUA YUNG KITCHEN","4131","BROADWAY",10033,"Chinese"
"6363","MORNING STAR RESTAURANT","879","9 AVENUE",10019,"American"
"6364","KENNEDY FRIED CHICKEN","1316","5TH AVE",10026,"Hamburgers"
"6365","NUMERO 28 PIZZERIA","176","2ND AVE",10003,"Pizza/Italian"
"6366","ANDAZ","1378","1 AVENUE",10021,"Indian"
"6367","NEAPOLITAN EXPRESS","512","7TH AVE",10018,"Other"
"6368","AUTHENTIC/BRAISED/BUSHWICK/BUTCHER BLOCK/CRUST DELI/GRIND MEATBALLS/'LEAFAGE/MAYA BLUE","146","E 44TH ST",10017,"American"
"6369","SUTEISHI","24","PECK SLIP",10038,"Japanese"
"6370","SULLIVAN & CROMWELL","125","BROAD STREET",10004,"American"
"6371","BAWARCHI INDIAN CUISINE","1546","MADISON AVE",10029,"Indian"
"6372","DOS TOROS","465","LEXINGTON AVE",10017,"Mexican"
"6373","TACO MIX USA","234","EAST  116 STREET",10029,"Mexican"
"6374","DON PACO LOPEZ PANADERIA","2129","3 AVENUE",10035,"Bakery"
"6375","ARBY'S","611B","8TH AVE",10018,"Sandwiches"
"6376","SAIGON MARKET","9193","UNIVERSITY PLACE",10003,"Vietnamese/Cambodian/Malaysia"
"6377","DUNKIN DONUTS","100","CHAMBERS ST",10007,"Donuts"
"6378","WILFIE & NELL","228","WEST    4 STREET",10014,"Irish"
"6379","QUARTINO BOTTEGA ORGANICA","11","BLEECKER STREET",10012,"Italian"
"6380","JOE COFFEE","37","E 8TH ST",10003,"Caf̩/Coffee/Tea"
"6381","OSAKA GRUB","120","ESSEX ST",10002,"Japanese"
"6382","PAPADAM","1448","1 AVENUE",10021,"Indian"
"6383","GRILL 212","212","WEST   80 STREET",10024,"Jewish/Kosher"
"6384","SOHO ROOM","203","SPRING ST",10012,"American"
"6385","OCHE A TU GUSTO","1573","ST. NICHOLAS AVE",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6386","KILLARNEY ROSE","80","BEAVER STREET",10005,"Irish"
"6387","CAFE BOULUD/BAR PLEIADES","20","EAST   76 STREET",10021,"French"
"6388","DAVEY'S ICE CREAM","137","1 AVENUE",10003,"Ice Cream, Gelato, Yogurt, Ices"
"6389","CAFE ROMA PIZZERIA","854","AMSTERDAM AVENUE",10025,"Jewish/Kosher"
"6390","IF COFFEE","59","WEST   30 STREET",10001,"Caf̩/Coffee/Tea"
"6391","YERBA BUENA","23","AVENUE A",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6392","STARBUCKS","3","NEW YORK PLAZA",10004,"Caf̩/Coffee/Tea"
"6393","AGEHA JAPANESE FUSION","767","9 AVENUE",10019,"Chinese/Japanese"
"6394","SABOR A MEXICO TAQUERIA","160","1 AVENUE",10009,"Mexican"
"6395","CAFE DELECTICA","564","3RD AVE",10016,"American"
"6396","CHEFS CLUB COUNTER","62","SPRING ST",10012,"American"
"6397","FOOD FOR THOUGHT CATERED EVENTS","130","WEST   25 STREET",10001,"American"
"6398","TULCINGO RESTAURANT","665","10 AVENUE",10036,"Mexican"
"6399","AUX EPICES","121","BAXTER STREET",10013,"Asian"
"6400","DIG INN","1297","LEXINGTON AVE",10128,"American"
"6401","KING DRAGON 88","1548","MADISON AVE",10029,"Chinese"
"6402","IHOP","4168","BROADWAY",10033,"American"
"6403","THE HUMMUS & PITA CO.","79","CHAMBERS STREET",10007,"Mediterranean"
"6404","DANTE","79-81","MACDOUGAL ST",10012,"Italian"
"6405","HOUSING WORKS FOOD","126","CROSBY STREET",10012,"American"
"6406","LIGHTHOUSE OUTPOST","241","MULBERRY ST",10012,"American"
"6407","BIG ALS CHICAGO PIZZA","9","THAMES STREET",10006,"Pizza"
"6408","LENWICH","459","PARK AVE S",10016,"American"
"6409","ANTICO NOE PANINI LAB","220","EAST 53 STREET",10022,"Italian"
"6410","CASA AGAVE MEXICAN BAR & GRILL","693","9TH AVE",10036,"Mexican"
"6411","BETTER BEING","537","9 AVENUE",10018,"American"
"6412","HARVEST CHINESE &THAI  CUISINE","1502","1ST AVE",10075,"Chinese/Japanese"
"6413","EL MANANTIAL BAKERY","1220","SAINT NICHOLAS AVE",10032,"Bakery"
"6414","FOXY JOHN'S","143","E 47TH ST",10017,"American"
"6415","LA SALLE DUMPLING ROOM","3141","BROADWAY",10027,"Chinese"
"6416","IL CANTINORI RESTAURAUNT","32","EAST   10 STREET",10003,"Italian"
"6417","Donburi-ya","253","WEST   55 STREET",10019,"Japanese"
"6418","DUNHILL CAFE","109","WEST   45 STREET",10036,"American"
"6419","ROCCO'S STEAKHOUSE","72","MADISON AVE",10016,"Steak"
"6420","HARMONY","451","E 116TH ST",10029,"American"
"6421","COPPER AND OAK","157","ALLEN ST",10002,"American"
"6422","ASIA DE CUBA","415","LAFAYETTE ST",10003,"Chinese/Cuban"
"6423","MALAI MARKE","318","E 6TH ST",10003,"Indian"
"6424","MCSWIGGANS","393","2 AVENUE",10010,"Irish"
"6425","GOOD HEALTH CAFE","1435","1ST AVE",10021,"Vegetarian"
"6426","D NAPOLI PIZZA","906","3 AVENUE",10022,"Pizza"
"6427","STARBUCKS","776","AVENUE OF THE AMERICAS",10001,"Caf̩/Coffee/Tea"
"6428","Courtyard by Marriott Manhattan Chelsea","135","W 30TH ST",10001,"American"
"6429","TREADWELL PARK/MERCHANTS CIGAR BAR","1125","1 AVENUE",10065,"Barbecue"
"6430","RED ROOM","85","E 4TH ST",10003,"Bottled beverages, including water, sodas, juices, etc."
"6431","CROISSANTERIA","68","AVENUE A",10009,"French"
"6432","NO. 1 RESTAURANT","10","S WILLIAM ST",10004,"Chinese"
"6433","575 PUB ON SECOND","93","2ND AVE",10003,"American"
"6434","ZOE CAFE","301","WEST  121 STREET",10027,"Egyptian"
"6435","MAD DOG & BEANS MEXICAN CANTINA","5","E 38TH ST",10016,"Mexican"
"6436","L'EXPRESS","249","PARK AVE S",10003,"French"
"6437","MAISON HUGO","132","E 61ST ST",10065,"French"
"6438","MY NY BAKERY CAFE","1565","LEXINGTON AVENUE",10029,"Bakery"
"6439","CAFE CLUNY","284","WEST   12 STREET",10014,"French"
"6440","STARBUCKS","240","MANHATTAN AVE",10026,"Caf̩/Coffee/Tea"
"6441","HERBS THAI BISTRO","251","EAST   45 STREET",10017,"Thai"
"6442","COTTA","513","COLUMBUS AVENUE",10024,"Italian"
"6443","MBJ DOWNTOWN","199","CHAMBERS ST",10007,"American"
"6444","FLACO'S PIZZERIA","3876","BROADWAY",10032,"Pizza"
"6445","FLOR DE MAYO","484","AMSTERDAM AVENUE",10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6446","CELLO WINE BAR","226","E 53RD ST",10022,"American"
"6447","KING BARKA JAMAICAN & AMERICAN RESTAURANT INC","301","W 135TH ST",10030,"Caribbean"
"6448","KARAOKE DUET","900","8TH AVE",10019,"Other"
"6449","DELGAGO'S CANDY STORE","1407","BROADWAY LOBBY",10018,"Sandwiches/Salads/Mixed Buffet"
"6450","SODEXO","767","5 AVENUE",10153,"American"
"6451","BLACK FOX COFFEE CO","70","PINE ST",10270,"Caf̩/Coffee/Tea"
"6452","LOWER EAST SIDE PIZZA","181","EAST BROADWAY",10002,"Pizza"
"6453","BURGER & LOBSTER","39","W 19TH ST",10011,"American"
"6454","YAN KEE BEEF JERKY","44","CANAL ST",10002,"Asian"
"6455","KAPPO TOTTO","458","W 17TH ST",10011,"Japanese"
"6456","PIG BLEECKER","155","BLEECKER ST",10012,"American"
"6457","NEW YORK RIFLE CLUB","77","MACDOUGAL STREET",10012,"Italian"
"6458","VAUCLUSE","575","PARK AVE",10065,"French"
"6459","NICOLETTA","160","2 AVENUE",10003,"Italian"
"6460","GEORGETOWN CUPCAKE SOHO","111","MERCER STREET",10012,"Bakery"
"6461","CHIPOTLE MEXICAN GRILL","304","WEST   34 STREET",10001,"Mexican"
"6462","DARKSTAR COFFEE + ESPRESSO","2","GREAT JONES ST",10012,"Caf̩/Coffee/Tea"
"6463","MCDONALD'S","1286","1 AVENUE",10021,"Hamburgers"
"6464","THE DAKOTA BAR","53","WEST   72 STREET",10023,"American"
"6465","MILE END SANDWICH","53","BOND STREET",10012,"Delicatessen"
"6466","V CAFE","345","GREENWICH STREET",10013,"Vietnamese/Cambodian/Malaysia"
"6467","FACTORY TAMAL","13","ESSEX ST",10002,"Spanish"
"6468","MANHATTAN BRICK OVEN PIZZA & GRILL","1159","3RD AVE",10065,"Pizza"
"6469","HUDSON CAFE","628","HUDSON ST",10014,"Caf̩/Coffee/Tea"
"6470","GIUSEPPES PIZZA","341","LEXINGTON AVENUE",10016,"Pizza/Italian"
"6471","KELLARI TAVERNA","19","WEST   44 STREET",10036,"Greek"
"6472","ITHAKA","308","EAST   86 STREET",10028,"Greek"
"6473","STARBUCKS COFFEE","3165","BROADWAY",10027,"Caf̩/Coffee/Tea"
"6474","ADELLA","410","W 43RD ST",10036,"American"
"6475","AMSTERDAM ALE HOUSE","340","AMSTERDAM AVENUE",10024,"American"
"6476","QUALITY EATS","1496","2ND AVE",10075,"American"
"6477","VIETNAAM","1700","2ND AVE",10128,"Vietnamese/Cambodian/Malaysia"
"6478","INSOMNIA  COOKIES","76","PEARL ST",10004,"Bakery"
"6479","CON EDISON CAFETERIA","4","IRVING PLACE",10003,"American"
"6480","COSTAS","30","W 35TH ST",10001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6481","BOQUERIA","171","SPRING STREET",10012,"Spanish"
"6482","SUBWAY","442","W 45TH ST",10036,"Sandwiches"
"6483","LEXICON","226","EAST 54 STREET",10022,"American"
"6484","BARLEYCORN","23","PARK PL",10007,"American"
"6485","CAFE GRUMPY LES LLC","13","ESSEX STREET",10002,"Caf̩/Coffee/Tea"
"6486","CAFE MANNA","20","EAST   16 STREET",10003,"American"
"6487","CHRIST COFFEE SHOP & DELI","500","WEST  168 STREET",10032,"Caf̩/Coffee/Tea"
"6488","FRUCES","2360","8TH AVE",10027,"Juice, Smoothies, Fruit Salads"
"6489","ABRACO","81","E 7TH ST",10003,"Caf̩/Coffee/Tea"
"6490","KARIZMA LOUNGE","244","E 51ST ST",10022,"Middle Eastern"
"6491","MA'S NOODLE FUN","1744","1ST AVE",10128,"Chinese"
"6492","RED MOON","132","W 45TH ST",10036,"Japanese"
"6493","12 CORNERS","155","EAST BROADWAY",10002,"Caf̩/Coffee/Tea"
"6494","CHERCHE MIDI","282","BOWERY",10012,"Pizza/Italian"
"6495","MCCANN WORLDGROUP / FOODA","622","3RD AVE",10017,"American"
"6496","TEXAS CHICKEN & BURGERS","3486","BROADWAY",10031,"Chicken"
"6497","AMERICAS CAFE & GRILL","1159","3 AVENUE",10065,"American"
"6498","DUNKIN' DONUTS","370","LEXINGTON AVENUE",10168,"Donuts"
"6499","SHARAN DELI","314","WEST   39 STREET",10018,"Delicatessen"
"6500","CASSAVA HOUSE","2270","1ST AVE",10035,"Sandwiches/Salads/Mixed Buffet"
"6501","TENG DRAGON ON NY","2923","8TH AVE",10039,"Other"
"6502","CAFE 101 16TH FLOOR CAFETERIA","101","BARCLAY STREET",10007,"American"
"6503","BAYARDS ALE HOUSE","1589","1ST AVE",10028,"Irish"
"6504","SENSAKANA","28","W 44TH ST",10036,"Asian"
"6505","LAND OF PLENTY","204","E 58TH ST",10022,"Chinese"
"6506","FIRENZE RISTORANTE","1555","2ND AVE",10028,"Italian"
"6507","BASSO56","234","WEST 56 STREET",10019,"Italian"
"6508","THE BURGARY","67","CLINTON ST",10002,"American"
"6509","SHORTY'S","576","9TH AVE",10036,"American"
"6510","7 TACOS MEXICAN CUISINE","101","SHERMAN AVE",10034,"Mexican"
"6511","RAMEN SETAGAYA","34   1/2","ST MARKS PLACE",10003,"Japanese"
"6512","JANE","100","W HOUSTON ST",10012,"American"
"6513","EAT HERE NOW","839","LEXINGTON AVENUE",10065,"American"
"6514","DELHI MASALA RESTAURANT","2077","ADAM CLAYTON POWELL JR BLVD",10027,"Indian"
"6515","THE LEOPARD AT DES ARTISTES","1","WEST   67 STREET",10023,"Italian"
"6516","ZEST RAMEN","112","ELDRIDGE ST",10002,"Japanese"
"6517","LA ESSENCIA RESTAURANT","5085","BROADWAY",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6518","NEW MAY MAY KITCHEN","181","CLINTON STREET",10002,"Chinese"
"6519","JOE'S PIZZA","150","EAST   14 STREET",10003,"Pizza"
"6520","SAPITO'S","172","E 106TH ST",10029,"Spanish"
"6521","SUBWAY","1269","1 AVENUE",10065,"Sandwiches"
"6522","MUGHLAI INDIAN CUISINE","1724","2ND AVE",10128,"Indian"
"6523","IGUAZU GRILL WINE & BEER","26","JEFFERSON ST",10002,"Spanish"
"6524","LENWICH","940","8TH AVE",10019,"Sandwiches/Salads/Mixed Buffet"
"6525","NEW WORLD STAGES & THE GREEN ROOM","343","W 49TH ST",10019,"Other"
"6526","NANOOSH","30","ROCKEFELLER PLZ",10112,"Mediterranean"
"6527","SONG E NAPULE","146","W HOUSTON ST",10012,"Pizza/Italian"
"6528","LA ESQUINA","200","W 55TH ST",10019,"Mexican"
"6529","MORINI OSTERIA ROMAGNOLA","218","LAFAYETTE STREET",10012,"Italian"
"6530","5TH AVENUE EMPIRE CAFE","339","5 AVENUE",10016,"Chinese"
"6531","PUNCH / WINED UP","913","BROADWAY",10010,"American"
"6532","LA VRAIE RACLETTE","511","E 12TH ST",10009,"French"
"6533","MILE 17","1446","1ST AVE",10021,"American"
"6534","STONE STREET TAVERN (@ 52 STONE ST)","85","PEARL STREET",10004,"American"
"6535","FLIGHT 151","151","8 AVENUE",10011,"American"
"6536","BEER CULTURE","328","WEST 45TH STREET",10036,"American"
"6537","NOEL PIZZA","553","W 207TH ST",10034,"Pizza"
"6538","STARBUCKS","239","BLEECKER ST",10014,"Caf̩/Coffee/Tea"
"6539","DING","234","W 48TH ST",10036,"Chinese"
"6540","HEALTHY BITE","3961","207 STREET",10034,"American"
"6541","AMORINO","162","8TH AVE",10011,"Ice Cream, Gelato, Yogurt, Ices"
"6542","AVRA ESTIATORIO","145","EAST   48 STREET",10017,"Greek"
"6543","THE JAGUAR RESTAURANT","1735","LEXINGTON AVENUE",10029,"Mexican"
"6544","CHA CHA MATCHA","1158","BROADWAY",10001,"Caf̩/Coffee/Tea"
"6545","OUI OUI CREPES AND PIZZA","2143","7TH AVE",10027,"Pizza"
"6546","ARABESQUE","4","EAST   36 STREET",10016,"Mediterranean"
"6547","DOMINIQUE ANSEL KITCHEN","137","7TH AVE S",10014,"Bakery"
"6548","SUPPER","156","EAST    2 STREET",10009,"Italian"
"6549","PHILIPPE NYC I","33","E 60TH ST",10022,"American"
"6550","87ST DELI INC","1665","1ST AVE",10028,"Delicatessen"
"6551","GRECA","452","WASHINGTON ST",10013,"Greek"
"6552","IL CAFFE LATTE 2","458","WEST 145TH STREET",10031,"Italian"
"6553","BOMBAY DELI PIZZA & TANDOORI RESTAURANT","367","WEST   36 STREET",10018,"Indian"
"6554","BEST PIZZA ON 1ST.","1038","1 AVENUE",10022,"Pizza"
"6555","THE POOL THE GRILL","99","E 52ND ST",10152,"American"
"6556","BAGEL BOBS ON YORK","1641","YORK AVE",10028,"Bagels/Pretzels"
"6557","STARBUCKS","540","COLUMBUS AVENUE",10024,"Caf̩/Coffee/Tea"
"6558","BLUE RIBBON FRIED CHICKEN","28","east 1 street",10003,"American"
"6559","LA BARCA RESTAURANT","3892","BROADWAY",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"6560","AZIZA'S CAFE & LOUNGE","45","1 AVENUE",10003,"Caf̩/Coffee/Tea"
"6561","DREAMERS PIZZA","1850","3RD AVE",10029,"Pizza"
"6562","TEN TAN CHINESE RESTAURANT","3864","10TH AVE",10034,"Chinese"
"6563","CAFE LUXEMBOURG","200","WEST   70 STREET",10023,"French"
"6564","HELLO SAIGON","180","BLEECKER ST",10012,"Vietnamese/Cambodian/Malaysia"
"6565","MAKE MY CAKE","2380","ADAM CLAYTON POWELL BOULEVARD",10030,"Bakery"
"6566","COMPLETE BODY","10","HANOVER SQUARE",10005,"Juice, Smoothies, Fruit Salads"
"6567","JOE & THE JUICE","286","MADISON AVE",10017,"Juice, Smoothies, Fruit Salads"
"6568","SLATE","54","WEST   21 STREET",10010,"American"
"6569","LE MIDI BISTRO","11","EAST   13 STREET",10003,"French"
"6570","MIMI JAPANESE RESTAURANT","566","AMSTERDAM AVENUE",10024,"Japanese"
"6571","PARIS BAGUETTE","6","WEST   32 STREET",10001,"Bakery"
"6572","NEWMAN AND LEVENTHAL CATERERS","50","EAST   87 STREET",10128,"Jewish/Kosher"
"6573","CABRINI 181","854","WEST  181 STREET",10033,"American"
"6574","FOUNDRY KITCHEN & BAR","270","W 43RD ST",10036,"American"
"6575","PATRON MEXICAN GRILL","608","9 AVENUE",10036,"Mexican"
"6576","COMPANY","230","9 AVENUE",10001,"Italian"
"6577","MEDI WINEBAR","811","9 AVENUE",10019,"Mediterranean"
"6578","FRANKIE BOY'S PIZZA & SALAD","1367","BROADWAY",10018,"Pizza"
"6579","PIZZA PARK","1233","FIRST AVENUE",10065,"Pizza"
"6580","PASCALOU","1308","MADISON AVENUE",10128,"French"
"6581","YOPPARAI","151","RIVINGTON STREET",10002,"Japanese"
"6582","ELIO'S","1621","SECOND AVENUE",10028,"Italian"
"6583","TERROIR AT THE PORCH","Highline","W 15th Street @ 10th Ave,",10011,"American"
"6584","CAVA","50","SPRING ST",10012,"American"
"6585","AANGAN","2701","BROADWAY",10025,"Indian"
"6586","KINOKUNIYA CAFE ZAIYA","1073","AVENUE OF THE AMERICAS",10018,"American"
