"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"8639","HEMLOCK","65","RIVINGTON ST",10002,"Other"
"8640","BELFRY","222","EAST   14 STREET",10003,"American"
"8641","414 Hotel","414","W 46TH ST",10036,"American"
"8642","DUNKIN' DONUTS","40","UNION SQUARE EAST",10003,"Donuts"
"8643","LE BERNARDIN","155","W 51ST ST",10019,"French"
"8644","SUSHI DAMO","330A","W 58TH ST",10019,"Japanese"
"8645","IL MULINO PRIME","331","W BROADWAY",10013,"Italian"
"8646","BLANK ROME","405","LEXINGTON AVE",10174,"American"
"8647","INSOMNIA COOKIES","1030","AMSTERDAM AVE",10025,"Bakery"
"8648","HOLLYWOOD DINER","574","6 AVENUE",10011,"American"
"8649","Carmine Street Beer","52","CARMINE ST",10014,"Bottled beverages, including water, sodas, juices, etc."
"8650","IL CORSO RISTORANTE ITALIANO","54","WEST   55 STREET",10019,"Italian"
"8651","DIDI DUMPLING","38","LEXINGTON AVE",10010,"Chinese"
"8652","WILD GINGER","226","E 51 STREET",10022,"Asian"
"8653","HIGH LINE HOTEL","180","10TH AVE",10011,"American"
"8654","HAYES THEATER","240","W 44TH ST",10036,"Other"
"8655","FIKA","114","W 41ST ST",10036,"CafÃ©/Coffee/Tea"
"8656","HOTEL STANFORD","43","W 32ND ST",10001,"Japanese"
"8657","CHEF'S  HALL","180","MAIDEN LN",10038,"American"
"8658","NEW CITY ONE","2726","FREDERICK DOUGLASS BLVD",10030,"Chicken"
"8659","FOOD KING CHINESE RESTAURANT","694","10TH AVE",10019,"Chinese"
"8660","ASTOR PLATE CAFE","26","ASTOR PL",10003,"CafÃ©/Coffee/Tea"
"8661","BARRY'S BOOTCAMP FUEL BAR","1","YORK ST",10013,"Juice, Smoothies, Fruit Salads"
"8662","STARBUCKS COFFEE","373","5 AVENUE",10016,"CafÃ©/Coffee/Tea"
"8663","SAIGUETTE","935","COLUMBUS AVENUE",10025,"Vietnamese/Cambodian/Malaysia"
"8664","SIMPLE ELDRIDGE","109","ELDRIDGE ST",10002,"Japanese"
"8665","COPPER THROAT","123","LUDLOW ST",10002,"Other"
"8666","JOE'S PIZZA","1435","BROADWAY",10018,"Pizza"
"8667","JUST SALAD","291","7TH AVE",10001,"Salads"
"8668","CHOLA","232","E 58TH ST",10016,"Indian"
"8669","LE GOURMET","1267","1 AVENUE",10065,"American"
"8670","PRET A MANGER","1756","BROADWAY",10019,"Sandwiches"
"8671","MANHATTAN DINER","2532","BROADWAY",10025,"American"
"8672","MCDONALD'S","14","E 47TH ST",10017,"Hamburgers"
"8673","FLIK INTERNATIONAL","1221","AVE OF TH AMER",10020,"American"
"8674","SEAWALK RESTAURANT","261","DYCKMAN ST",10034,"Other"
"8675","SIBLINGS","498","9TH AVE",10018,"Chicken"
"8676","MCDONALD'S","966","3RD AVE",10022,"Other"
"8677","ELLARY'S GREENS","1","RANDALLS IS",10035,"American"
"8678","STARBUCKS","261","5 AVENUE",10016,"CafÃ©/Coffee/Tea"
"8679","WESTSIDE THEATRE","407","WEST   43 STREET",10036,"American"
"8680","BUS STOP CAFE","597","HUDSON STREET",10014,"American"
"8681","WILMER HALE","7","WORLD TRADE CENTER",10007,"American"
"8682","3RD FLOOR COFFEE BAR","200","WEST ST",10282,"CafÃ©/Coffee/Tea"
"8683","GOTHAM CAFE","1298","2 AVENUE",10065,"Delicatessen"
"8684","THE RUSTY KNOT","374","WEST   11 STREET",10014,"American"
"8685","PEPE GIALLO","195","10TH AVE",10011,"Italian"
"8686","WHITE CASTLE","351","EAST  103 STREET",10029,"Hamburgers"
"8687","STARBUCKS COFFEE","475","PARK AVE S",10016,"American"
"8688","BURGER 101","270","BLEECKER ST",10014,"Other"
"8689","MAKE AND BAKE PIZZ","1976","3RD AVE",10029,"Pizza"
"8690","PRET A MANGER","787","SEVENTH AVE",10019,"American"
"8691","RED CORK","330B","W 58TH ST",10019,"American"
"8692","SIGNATURE CAFE AND BAR","480","WEST   42 STREET",10036,"American"
"8693","EAST HARLEM BOTTLING CO","1711","LEXINGTON AVE",10029,"American"
"8694","LA MIA PIZZA","1580","1ST AVE",10028,"Pizza/Italian"
"8695","CHIRPING CHICKEN","350","3RD AVE",10010,"Chicken"
"8696","QQ BAKERY","50","E BROADWAY",10002,"Bakery"
"8697","HOUSE SPECIAL RESTAURANT","171","HESTER ST",10013,"Chinese"
"8698","COOKUNITY","737","2ND AVE",10016,"Other"
"8699","Anthony's Quick Stop","125","W 30TH ST",10001,"American"
"8700","DUNKIN DONUTS","132","NASSAU ST",10038,"Donuts"
"8701","CAFE MADISON","51","MADISON AVENUE",10010,"CafÃ©/Coffee/Tea"
"8702","LUCCIOLA","621","AMSTERDAM AVE",10024,"Other"
"8703","SUBWAY","735","11 AVENUE",10019,"Sandwiches"
"8704","EL SAN JUAN","1429","5TH AVE",10035,"Spanish"
"8705","SUSHI ON JONES","210","W 10TH ST",10014,"Japanese"
"8706","JUICE VITALITY","192","1ST AVE",10009,"Juice, Smoothies, Fruit Salads"
"8707","CURRY INDIA RESTAURANT","148","W 49TH ST",10019,"Indian"
"8708","DOMINO'S","1988","AMSTERDAM AVE",10032,"Pizza"
"8709","MAGIC MIX JUICERY","102","FULTON STREET",10038,"Juice, Smoothies, Fruit Salads"
"8710","MOMOYA CHELSEA","185","7TH AVE",10011,"Japanese"
"8711","NEW LIFE JUICE BAR & LOUNGE","67","SAINT NICHOLAS AVE",10026,"Juice, Smoothies, Fruit Salads"
"8712","BEYOND SUSHI","134","W 37TH ST",10018,"Vegetarian"
"8713","BING KITCHEN","71","ORCHARD ST",10002,"Chinese"
"8714","NAYA","488","MADISON AVE",10022,"Other"
"8715","PALADAR","358","E 112TH ST",10029,"Other"
"8716","SAN PIETRO","18","EAST   54 STREET",10022,"Italian"
"8717",NA,"432","PARK AVE",10022,"Other"
"8718","BAR 515","515","3 AVENUE",10016,"American"
"8719","JOE COFFEE","2960","BROADWAY",10027,"CafÃ©/Coffee/Tea"
"8720","POKETOWN","302","W 39TH ST",10018,"Hawaiian"
"8721","STARBUCKS","110","CHURCH STREET",10007,"CafÃ©/Coffee/Tea"
"8722","COCORON","16","DELANCEY ST",10002,"Japanese"
"8723","JUNZI KITCHEN","2896","BROADWAY",10025,"Chinese"
"8724","COLOR MATRIX SALON & CAFE","297","GRAND ST",10002,"CafÃ©/Coffee/Tea"
"8725","BURGER KING","327","W 42ND ST",10036,"Hamburgers"
"8726","BAR ITALIA","768","MADISON AVENUE",10065,"Italian"
"8727","LE CAFE COFFEE","7","EAST 14TH STREET",10003,"American"
"8728","THIS  PIE IS NUTS","9","HENSHAW ST",10034,"American"
"8729","DIG INN","856","8TH AVE",10019,"American"
"8730","DURAN SANDWICHES","68","E 131ST ST",10037,"Sandwiches/Salads/Mixed Buffet"
"8731","ESTELA","47","E HOUSTON STREET",10012,"American"
"8732","NESPRESSO","935","MADISON AVE",10021,"CafÃ©/Coffee/Tea"
"8733","LIL CHARLEY","681","8TH AVE",10036,"Other"
"8734","MULBERRY AND VINE","49","W 27TH ST",10001,"Vegetarian"
"8735","AIRE ANCIENT BATHS","88","FRANKLIN ST",10013,"Juice, Smoothies, Fruit Salads"
"8736","JASMINE","216","E 49TH ST",10017,"Chinese"
"8737","City Island in the City","301","W 151ST ST",10039,"Other"
"8738","BURRITO MARIACHI","146","W 72ND ST",10023,"Mexican"
"8739","LAZY POINT","310","SPRING STREET",10013,"American"
"8740","DELIMARIE","106","DUANE STREET",10007,"American"
"8741","HIDE CHAN RAMEN","314","W 53RD ST",10019,"Other"
"8742","TAPAS BITES","2337","1ST AVE",10035,"Tapas"
"8743","LENITA","7","HANOVER SQ",10004,"Mexican"
"8744","LINKS CLUB","36","EAST   62 STREET",10065,"American"
"8745","PRET A MANGER","303","PARK AVENUE SOUTH",10010,"Sandwiches/Salads/Mixed Buffet"
"8746","Veritable","1201","2ND AVE",10065,"American"
"8747","WENDY'S","714","3RD AVE",10017,"American"
"8748","FIVE IRON GOLF","138","5TH AVE",10011,"American"
"8749","TAJ CAFE","310","EAST    6 STREET",10003,"Indian"
"8750","LE PAIN QUOTIDIEN","2098","BROADWAY",10023,"CafÃ©/Coffee/Tea"
"8751","COMPLETE BODY & SPA","301","EAST   57 STREET",10022,"American"
"8752","DO COOKIE DOUGH CONFECTIONS","550","LAGUARDIA PL",10012,"Ice Cream, Gelato, Yogurt, Ices"
"8753","SASHIMI EXPRESS II","223","E 74TH ST",10021,"Japanese"
"8754","MUMBAI MASALA","1768","AMSTERDAM AVE",10031,"Indian"
"8755","THE HIDEOUT","42","RIVINGTON ST",10002,"CafÃ©/Coffee/Tea"
"8756","SBARRO","4007","BROADWAY",10032,"Pizza"
"8757","PRET A MANGER","NKA","PENN STATION",10001,"Soups & Sandwiches"
"8758","PINK MOOSE","1070","1ST AVE",10022,"American"
"8759","OFF THE BRIDGE NYC","105","CANAL ST",10002,"CafÃ©/Coffee/Tea"
"8760","CONVENE 780","780","3RD AVE",10017,"Sandwiches"
"8761","POKEVILLAGE","250","E 14TH ST",10003,"Asian"
"8762","STARBUCKS","45","WEST    4 STREET",10012,"CafÃ©/Coffee/Tea"
"8763","PYRAMID COFFEE COMPANY","535","EAST   70 STREET",10021,"CafÃ©/Coffee/Tea"
"8764","TUBBY HOOK TAVERN","4946","BROADWAY",10034,"American"
"8765","BANTAM BAGELS","283","BLEECKER ST",10014,"Bagels/Pretzels"
"8766","PHILLIP MORRIS INTERNATIONAL","120","PARK AVENUE",10017,"American"
"8767","THE SOSTA","52","KENMARE ST",10012,"Italian"
"8768","I TRE MERLI","10","LITTLE WEST 12TH ST",10014,"Other"
"8769","LA CASA SALUDABLE","352","E 116TH ST",10029,"Juice, Smoothies, Fruit Salads"
"8770","MEXICUE","225","5TH AVE",10010,"Mexican"
"8771","STARBUCKS","1491","LEXINGTON AVENUE",10029,"CafÃ©/Coffee/Tea"
"8772","PIZZA STOP","2166","FREDERICK DOUGLASS BLVD",10026,"Pizza"
"8773","KESTE WALL STREET","77","FULTON ST",10038,"Pizza/Italian"
"8774","FIORO","191","PEARL ST",10038,"Italian"
"8775","BURGER KING","474","7TH AVE",10018,"American"
"8776","Loring Place","21","W 8TH ST",10011,"American"
"8777","GREGORYS COFFEE","551","FASHION AVE",10018,"CafÃ©/Coffee/Tea"
"8778","ROCK PIZZA SCISSORS","NKA","BROADWAY/ BET 42 & 43",10036,"Pizza"
"8779","LET'S MEAT","307","5TH AVE",10016,"Other"
"8780","UNITED FEDERATION OF TEACHERS","52","BROADWAY",10004,"American"
"8781","S. WAN CAFE","85","ELDRIDGE STREET",10002,"Chinese"
"8782","HARMONY Istanbul GRILL","252","W 31ST ST",10001,"Mediterranean"
"8783","FRANKIE'S KITCHEN","41","COOPER SQUARE",10003,"American"
"8784","251 GINZA SUSHI HUANG","251","E 35TH ST",10016,"Other"
"8785","JOE AND PAT'S","168","1ST AVE",10009,"Other"
"8786","THE DRUG STORE","232","ELIZABETH ST",10012,"Juice, Smoothies, Fruit Salads"
"8787","'CESCA","166","W 75TH ST",10023,"Italian"
"8788","Burger Heights","177","WADSWORTH AVE",10033,"American"
"8789","GARDENIA","4979","BROADWAY",10034,"Salads"
"8790","DUNKIN' DONUTS","471","LEXINGTON AVE",10017,"Donuts"
"8791","JAJAJA PLANTAS MEXICANA","162","E BROADWAY",10002,"Vegetarian"
"8792","KABISERA KAPE","151","ALLEN ST",10002,"CafÃ©/Coffee/Tea"
"8793","TAKOYAKI BAR","366","W 52ND ST",10019,"Japanese"
"8794","SOUEN RESTAURANT","210","6 AVENUE",10014,"Japanese"
"8795","AFRICA KINE","2267","ADAM CLAYTON POWELL JR BLVD",10030,"African"
"8796","THE WU ROOM","93","BOWERY",10002,"American"
"8797","SUSHI ISHIKAWA","419","E 74TH ST",10021,"Japanese"
"8798",NA,"406","E 64TH ST",10065,"Other"
"8799","GABBY O'HARAS","123","WEST   39 STREET",10018,"Irish"
"8800",NA,"95","CHRYSTIE ST",10002,"Other"
"8801","FILICORI","42","E 46TH ST",10017,"CafÃ©/Coffee/Tea"
"8802",NA,"130","W 72ND ST",10023,"Other"
"8803","TAPA","102","LEXINGTON AVE",10016,"Other"
"8804",NA,"41","W 46TH ST",10036,"Other"
"8805","FDR 99Â¢ SLICE PIZZA","150","EAST 2ND  STREET",10009,"Pizza"
"8806","WINE ESCAPE","405","WEST   44 STREET",10036,"American"
"8807","BOCADILLO","40","GOLD ST",10038,"Spanish"
"8808","DUNKIN' DONUTS","4030","BROADWAY",10032,"Donuts"
"8809","Aqua Smoothie Cafe","1741","AMSTERDAM AVE",10031,"Other"
"8810","SODEXO OPERATIONS LLC","135","W 18TH ST",10011,"Other"
"8811","M & W BAKERY","85A","BAYARD STREET",10013,"CafÃ©/Coffee/Tea"
"8812","LE CAFE COFFEE","661","LEXINGTON AVE",10022,"CafÃ©/Coffee/Tea"
"8813","STAX NYC","1485","2ND AVE",10075,"Other"
"8814","HOLIDAY INN EXPRESS NYC TIMES SQUARE","343","WEST   39 STREET",10018,"American"
"8815","ANTIKA PIZZERIA","3924","BROADWAY",10032,"Pizza/Italian"
"8816","THE EGGETTES HOUSE/KUNG FU TEA","315","GREENWICH ST",10013,"CafÃ©/Coffee/Tea"
"8817","KING WOK","222","VARICK ST",10014,"Chinese"
"8818","MELT SHOP","111","FULTON ST",10038,"Sandwiches/Salads/Mixed Buffet"
"8819","FLIK INTERNATIONAL","9","W 57TH ST",10019,"American"
"8820","GRANDPA'S BRICK OVEN PIZZA","4973","BROADWAY",10034,"Pizza"
"8821","DOS TOROS","295","PARK AVE S",10010,"Tex-Mex"
"8822","JOE COFFEE","131","WEST   21 STREET",10011,"CafÃ©/Coffee/Tea"
"8823","SOPHIE'S CUBAN CUISINE","947","8TH AVE",10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8824","DOMINO'S","965","AMSTERDAM AVE",10025,"Pizza"
"8825","THE HOUSE OF BREWS","363","WEST   46 STREET",10036,"American"
"8826","STORICO/PARLIAMENT CAFE","170","CENTRAL PARK W",10024,"Italian"
"8827","VOYAGER ESPRESSO","110","WILLIAM ST",10038,"CafÃ©/Coffee/Tea"
"8828","CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST)","219","E 44TH ST",10017,"American"
"8829","STARBUCKS COFFEE","2","WORLD TRADE CENTER",10007,"CafÃ©/Coffee/Tea"
"8830","DILL AND PARSLEY","425","MADISON AVE",10017,"Mediterranean"
"8831","876 MARKET DELI","876","6TH AVE",10001,"Delicatessen"
"8832","ITALIAN FOOD CENTER","161","MULBERRY STREET",10013,"Italian"
"8833","UPRIGHT","547","HUDSON STREET",10014,"American"
"8834","MAX  CAFFE","1262","AMSTERDAM AVENUE",10027,"American"
"8835",NA,"302","W 4TH ST",10014,"Other"
"8836","SHAKING CRAB","2869","BROADWAY",10025,"Seafood"
"8837","WORKSHOP","1415","2ND AVE",10021,"American"
"8838","CICCIO CAFE","192","6TH AVE",10013,"Italian"
"8839","COLUMBIA DINING URIS CAFE","3022","BROADWAY",10027,"CafÃ©/Coffee/Tea"
"8840","BURGER HEIGHTS","79","AUDUBON AVE",10032,"American"
"8841","STARBUCKS COFFEE #49550","1530","BROADWAY",10036,"CafÃ©/Coffee/Tea"
"8842","TAIYAKI NYC","119","BAXTER ST",10013,"Ice Cream, Gelato, Yogurt, Ices"
"8843","THE REALREAL","80","WOOSTER ST",10012,"Other"
"8844",NA,"104","DYCKMAN ST",10040,"Other"
"8845","TENNY & BETSY","197","E 76TH ST",10021,"CafÃ©/Coffee/Tea"
"8846","FIFTY","50","COMMERCE ST",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8847","OPEN DOOR GASTROPUB","110","JOHN STREET",10038,"American"
"8848","EMPIRE RESTAURANT","2419","7TH AVE",10030,"Chinese"
"8849","DALLAS BBQ","1265","3 AVENUE",10021,"Barbecue"
"8850","NAP CAFE","480","7TH AVE",10018,"Other"
"8851","TAVO","615","HUDSON ST",10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8852","WOK TO WALK","319","6TH AVE",10014,"Asian"
"8853","NEW TERRITORIES","190","ORCHARD ST",10002,"Ice Cream, Gelato, Yogurt, Ices"
"8854","SALTWATER COFFEE","345","E 12TH ST",10003,"CafÃ©/Coffee/Tea"
"8855","CHINA VILLAGE RESTAURANT","94","BAXTER STREET",10013,"Chinese"
"8856","L'OREAL CAFE (EMPLOYEE DINING)","501","W 30TH ST",10001,"American"
"8857","SUBWAY","317","1ST AVE",10003,"Sandwiches"
"8858","DOYLERS","326","W 37TH ST",10018,"Irish"
"8859","FACTORY TAMAL","34","LUDLOW ST",10002,"Mexican"
"8860","TAJIN RESTAURANT","85","GREENWICH STREET",10006,"Mexican"
"8861","DIVE 75","101","WEST   75 STREET",10023,"American"
"8862","WING GONG RESTAURANT","2109","1ST AVE",10029,"Chinese"
"8863","PRONTO PIZZA","141","FULTON ST",10038,"Pizza/Italian"
"8864","ARLINGTON CLUB","1032","LEXINGTON AVE",10021,"Other"
"8865","CARL'S JR","425","7TH AVE",10001,"Other"
"8866","LA CASA DEL POLLO","4231","BROADWAY",10033,"Spanish"
"8867","LITTLE TONG NOODLE SHOP","177","1ST AVE",10003,"Other"
"8868","GREGORYS COFFEE","1273","1ST AVE",10065,"CafÃ©/Coffee/Tea"
"8869","GRAY'S PAPAYA","612","8TH AVE",10018,"Hotdogs"
"8870","L'ARTE DEL GELATO","NKA","HIGHLINE PARK--BET 15-16 ST BY W/S HWY",10011,"Ice Cream, Gelato, Yogurt, Ices"
"8871","PARAMOUNT","820","BROADWAY",10003,"Other"
"8872","ITALIENNE","19","W 24TH ST",10010,"Italian"
"8873","ISLE OF CAPRI RESTURANT","1028","3 AVENUE",10065,"Italian"
"8874","ATAMI","1167","2ND AVE",10065,"Japanese"
"8875","FORDHAM U - ARGO TEA","140","W 62ND ST",10023,"Other"
"8876","CUP & SAUCER","89","CANAL STREET",10002,"American"
"8877","PUBLIQUE ESPRESSO","420","W 118TH ST",10027,"American"
"8878","CHADBOURNE & PARKE EMPLOYEE CAFETERIA","1301","6TH AVE",10019,"American"
"8879","LA SIRENA","88","9TH AVE",10011,"Italian"
"8880","Nomura Cafe ( 5th floor Nomura Cafe)","309","WEST 49TH STREET",10019,"American"
"8881","ANTIQUE CAFE BAKERY","909","3RD AVE",10022,"American"
"8882","YUQI'S CUISINE THAI RESTAURANT","813","9TH AVE",10019,"Thai"
"8883","HABANERO BLUES","29","W 36TH ST",10018,"Tex-Mex"
"8884","NEAPOLITAN EXPRESS","1691","BROADWAY",10019,"Other"
"8885","ICHIMURA","69","LEONARD ST",10013,"Japanese"
"8886","SCOOZI","142","W 83RD ST",10024,"Sandwiches"
"8887","GOMI-WINE-FOOD-FRIENDS","186","AVENUE A",10009,"Tapas"
"8888","STARBUCKS","296","3 AVENUE",10010,"CafÃ©/Coffee/Tea"
"8889","STARBUCKS","405","BROADWAY",10013,"CafÃ©/Coffee/Tea"
"8890","PANDA  EXPRESS # 2792","2852","BROADWAY",10025,"Other"
"8891","FIFTEEN CENTRAL PARK WEST RESTAURANT","15","CENTRAL PARK W",10023,"Other"
"8892","NEW YORK YACHT CLUB","37","WEST   44 STREET",10036,"American"
"8893","JUICE GENERATION","1486","3 AVENUE",10028,"American"
"8894","CHOBANI CAFE","255","GREENWICH ST",10007,"Sandwiches/Salads/Mixed Buffet"
"8895","CAFE 37","47","W 37TH ST",10018,"CafÃ©/Coffee/Tea"
"8896","THE EAGLE CAFE","1230","6 AVENUE",10020,"American"
"8897","RELISH CONCESSIONS (LASKER RINK)","0","INSIDE CENTRAL PARK/LASKER RINK",10065,"American"
"8898","STARBUCKS","515","MADISON AVE",10022,"CafÃ©/Coffee/Tea"
"8899","DUE WEST","189","W 10TH ST",10014,"American"
"8900","OGILVY & MATHER","638","11TH AVE",10036,"American"
"8901","SUPERMOON BAKEHOUSE","120","RIVINGTON ST",10002,"Bakery"
"8902","Malt and Mold","362","2ND AVE",10010,"Not Listed/Not Applicable"
"8903","BLUE BOTTLE COFFEE","10","E 53RD ST",10022,"Other"
"8904","HAMPTON INN MANHATTAN GRAND CENTRAL","231","E 43RD ST",10017,"Continental"
"8905","RUBIN MUSEUM-GABRIEL VEGA","150","W 17TH ST",10011,"American"
"8906","SHAKE SHACK","2957","BROADWAY",10025,"Sandwiches"
"8907","ALEEF CAFE","333","W 39TH ST",10018,"CafÃ©/Coffee/Tea"
"8908","SIMIT AND SMITH","124","W 72ND ST",10023,"Bagels/Pretzels"
"8909","STARBUCKS COFFEE #26188","1000","S 8 ave",10021,"CafÃ©/Coffee/Tea"
"8910","HOLD FAST","364","W 46TH ST",10036,"Other"
"8911","OTAFUKU","220","E 9TH STREET",10003,"Japanese"
"8912","DOMINO'S","2554","ADAM CLAYTON POWELL JR BOULEVARD",10039,"Pizza"
"8913","THE HONEYWELL","3604","BROADWAY",10031,"American"
"8914","HO FOODS NYC","110","E 7TH ST",10009,"Chinese"
"8915","ESCA","402","WEST   43 STREET",10036,"Seafood"
"8916","NATIVE KEN","188","8TH AVE",10011,"CafÃ©/Coffee/Tea"
"8917","THE JUICE SHOP","359","W 39TH ST",10018,"Juice, Smoothies, Fruit Salads"
"8918","DUNKIN DONUTS","NKA","8TH AVE & 31ST ST",10001,"Donuts"
"8919","CHIRPING CHICKEN","219","W 145TH ST",10039,"Other"
"8920",NA,"221","1ST AVE",10003,"Other"
"8921","SONNIER & CASTLE FOOD","532","WEST   46 STREET",10036,"Continental"
"8922",NA,"737","9TH AVE",10019,"Other"
"8923","HOOPS CABARET AND SPORTS BAR","48","W 33RD ST",10001,"American"
"8924",NA,"888","7TH AVE",10106,"Other"
"8925","DUNKIN DONUTS","303","CANAL ST",10013,"Donuts"
"8926","99 CENTS FRESH PIZZA","383","CANAL ST",10013,"Pizza"
"8927","Ladybird","111","E 7TH ST",10009,"Other"
"8928","BEAN ME","884","9TH AVE",10019,"CafÃ©/Coffee/Tea"
"8929",NA,"188","E 104TH ST",10029,"Other"
"8930","STARBUCKS","731","LEXINGTON AVENUE",10022,"CafÃ©/Coffee/Tea"
"8931","SWEETGREEN 55TH AND PARK","66","E 55TH ST",10022,"Other"
"8932","DEATH AVENUE",NA,"10TH AVE",10001,"Pizza"
"8933","MIMMO","1690","YORK AVE",10128,"Italian"
"8934","BROWN SUGAR BAR & RESTAURANT","5060","BROADWAY",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"8935",NA,"2051","2ND AVE",10029,"Other"
"8936","XO TASTE","41","ELIZABETH STREET",10013,"Chinese"
"8937","Yours Truly","1592","3RD AVE",10128,"CafÃ©/Coffee/Tea"
"8938","BURRITOS Y MAS","1571","LEXINGTON AVE",10029,"Tex-Mex"
"8939","MELT","0","HIGHLINE PARK W 30TH ST",10001,"Ice Cream, Gelato, Yogurt, Ices"
"8940","TAC N ROLL","124","E 4TH ST",10003,"Chinese"
"8941","STREET TACO","358","3RD AVE",10016,"Spanish"
"8942","ORTZI RESTAURANT AND BAR LOCATED INSIDE LOUMA HOTEL","120","W 41ST ST",10036,"Basque"
"8943","JIA NYC","23","ESSEX ST",10002,"American"
"8944","GLORIA","401","W 53RD ST",10019,"Other"
"8945",NA,"180","9TH AVE",10011,"Other"
"8946","CAFE 101","101","PARK AVENUE",10017,"American"
"8947","JAVELINA","1395","2ND AVE",10021,"Other"
"8948","VILLANELLE","15","E 12TH ST",10003,"Other"
"8949","MRS. AN","173","E 99TH ST",10029,"Thai"
"8950","THE NOLITAN HOTEL","30","KENMARE ST",10012,"Other"
"8951","KEBAB EMPIRE","934","8TH AVE",10019,"Other"
"8952","SIP SAK","928","2 AVENUE",10022,"Turkish"
"8953","A LITTLE TASTE CAFE (ALT BOX)","234","E 60TH ST",10022,"CafÃ©/Coffee/Tea"
"8954","LUV TEA","37A","BEDFORD ST",10014,"CafÃ©/Coffee/Tea"
"8955","TASTE KITCHEN","316","W 36TH ST",10018,"Chinese"
"8956","GOLF MANHATTAN","108","WEST   39 STREET",10018,"American"
"8957","ANAND RESTAURANT","304","E 78TH ST",10075,"Middle Eastern"
"8958",NA,"200","ALLEN ST",10002,"Other"
"8959","DOS TOROS","1290","6TH AVE",10104,"Mexican"
"8960","NEW LEGEND","88","7TH AVE",10011,"Chinese"
"8961","BONDI SUSHI","6","W 28TH ST",10001,"Japanese"
"8962","RICE & GOLD","50","BOWERY",10013,"Other"
"8963","PLAYWRIGHTS HORIZONS","416","W 42ND ST",10036,"American"
"8964","Scarlatto","317","W 46TH ST",10036,"Other"
"8965","POKETERIA","3","E 36TH ST",10016,"Hawaiian"
"8966","JPMC/STARBUCKS","4","NEW YORK PLZ",10004,"American"
"8967","CHINA 1 KITCHEN","609","MAIN STREET",10044,"Chinese"
"8968","CAFE BORODINO","430","2ND AVE",10010,"Russian"
"8969","SUBWAY","1285","AVENUE OF AMERICAS",10019,"Sandwiches"
"8970","TGA NYC","320","W 36TH ST",10018,"Other"
"8971","TONY'S JUICE BAR","132","EDGECOMBE AVE",10030,"Juice, Smoothies, Fruit Salads"
"8972","BANK OF CHINA CAFETERIA","1045","AVENUE OF AMERICAS",10018,"Chinese"
"8973","JOHN'S OF 12TH STREET","302","E 12TH ST",10003,"Italian"
"8974","Sushi ZO","127","E 39TH ST",10016,"Japanese"
"8975","BUBBLE BAR","204","W 14TH ST",10011,"CafÃ©/Coffee/Tea"
"8976","MAPLE","67","LIBERTY ST",10005,"American"
"8977","STARBUCKS","245","E 93RD ST",10128,"CafÃ©/Coffee/Tea"
"8978","EMPELLON","510","MADISON AVE",10022,"Mexican"
"8979","LeVain Bakery","351","AMSTERDAM AVE",10024,"Bakery"
"8980","HUMMUS AND PITA CO","815","BROADWAY",10003,"Mediterranean"
"8981","FRIJOLITO'S RESTAURANT","3446","BROADWAY",10031,"Mexican"
"8982","BRASIER CEVICHE WINE BAR","3775","10TH AVE",10034,"Other"
"8983","THE WHITBY HOTEL","18","W 56TH ST",10019,"American"
"8984","11 HANOVER GREEK","11","HANOVER SQ",10005,"Greek"
"8985","GONG CHA","160","E 44TH ST",10017,"CafÃ©/Coffee/Tea"
"8986","RED HOT HOT POT","1000","COLUMBUS AVE",10025,"Chinese"
"8987","WATER WORLD AMUSEMENTS","37","ESSEX ST",10002,"Other"
"8988","VICTORY CAFE (Armory Track)","216","FORT WASHINGTON AVE",10032,"American"
"8989","TURKUAZ RESTAURANT","255","W 55TH ST",10019,"Turkish"
"8990","MAKANA","1329","SAINT NICHOLAS AVE",10033,"Hawaiian"
"8991","JUDY","380","5TH AVE",10018,"Korean"
"8992","JUICE GENERATION","817","LEXINGTON AVENUE",10065,"Juice, Smoothies, Fruit Salads"
"8993","MADE IN MEXICO","247","E 111TH ST",10029,"Other"
"8994","LENWICH","1024","2ND AVE",10022,"Sandwiches"
"8995","BAGEL BOB'S","51","UNIVERSITY PLACE",10003,"Bagels/Pretzels"
"8996","BIRD & BRANCH","359","W 45TH ST",10036,"Other"
"8997","54 GOURMET DELI","250","W 54TH ST",10019,"American"
"8998","SEXY SHAKES","236","W 40TH ST",10018,"Juice, Smoothies, Fruit Salads"
"8999","LILY'S CHINESE & JAPANESE","31","OLIVER ST",10038,"Chinese/Japanese"
"9000","GFG WILLIAM","93","BEEKMAN ST",10038,"Bakery"
"9001","SUSHI TOKYO","121","W 19TH ST",10011,"Seafood"
"9002","FIVE GUYS BURGERS AND FRIES","1008","6TH AVE",10018,"Other"
"9003","SUBJECT","188","SUFFOLK ST",10002,"Other"
"9004","GGP BAR & GRILL CORP.","374","8TH AVE",10001,"Other"
"9005","NOODLE VILLAGE","13","MOTT ST",10013,"Chinese"
