"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"3843","HAAGEN-DAZS","2905","BROADWAY",10025,"Ice Cream, Gelato, Yogurt, Ices"
"3844","A CANAAN SUSHI","154","W 29TH ST",10001,"Japanese"
"3845","HANG LEE RESTAURANT","666","WEST  204 STREET",10034,"Chinese"
"3846","5TH & MAD","7","EAST 36 STREET",10016,"Irish"
"3847","LE PAIN QUOTIDIEN","1270","1 AVENUE",10065,"Sandwiches"
"3848","CIAO","178","MULBERRY STREET",10012,"Italian"
"3849","ARIYOSHI JAPANESE RESTAURANT","226","EAST   53 STREET",10022,"Japanese"
"3850","PANERA BREAD","4","WEST   40 STREET",10018,"American"
"3851","CAFE LALO","201","WEST   83 STREET",10024,"Caf̩/Coffee/Tea"
"3852","SNOWDAYS","167","7TH AVE S",10014,"Ice Cream, Gelato, Yogurt, Ices"
"3853","PICASSO PIZZERIA","303","SOUTH END AVENUE",10280,"Pizza/Italian"
"3854","MACARON CAFE","303","GREENWICH ST",10013,"French"
"3855","THE PARK VIEW","219","DYCKMAN STREET",10034,"American"
"3856","BARRACA/MACONDO","81","GREENWICH AVENUE",10014,"Spanish"
"3857","FELICE","1593","1 AVENUE",10028,"Italian"
"3858","SMASHBURGER","136","WILLIAM ST",10038,"American"
"3859","EL PORRON","1123","1 AVENUE",10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3860","THE DISTRICT","1679","3 AVENUE",10128,"American"
"3861","MULBERRY & VINE","73","WARREN STREET",10007,"American"
"3862","E.A.T. CAFE","1064","MADISON AVENUE",10028,"American"
"3863","BOMBONADA","56","SHERMAN AVE",10040,"Spanish"
"3864","KOTTU HOUSE","250","BROOME ST",10002,"Asian"
"3865","GOTAN","130","FRANKLIN ST",10013,"Mediterranean"
"3866","CAVALLO'S PIZZERIA","324","7 AVENUE",10001,"Pizza/Italian"
"3867","FIVE MILE STONE","1640","2ND AVE",10028,"American"
"3868","NICK'S RESTAURANT PIZZERIA","1814","2 AVENUE",10128,"Pizza/Italian"
"3869","CAFE TABACO & RON","501","W 214TH ST",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3870","MY COOKING PARTY","25","W 26TH ST",10010,"American"
"3871","GEISHA SUSHI","3470","BROADWAY",10031,"Asian"
"3872","PATEA","227","E 14TH ST",10003,"Caf̩/Coffee/Tea"
"3873","ESMERALDO BAKERY","538","WEST  181 STREET",10033,"Bakery"
"3874","SUBWAY","455","WEST   34 STREET",10001,"Sandwiches/Salads/Mixed Buffet"
"3875","BRENDAN'S","42","WEST   35 STREET",10001,"American"
"3876","Liberty Cafe","12","WHITEHALL FERRY TERMINAL",10004,"Bagels/Pretzels"
"3877","MIST HARLEM","46","WEST  116 STREET",10026,"American"
"3878","THE CROOKED TREE","110","ST MARKS PLACE",10009,"French"
"3879","NUCHAS","97","W 32ND ST",10001,"Spanish"
"3880","CAFFE BENE","378","CANAL ST",10013,"Caf̩/Coffee/Tea"
"3881","CAFE BUON GUSTO","236","EAST   77 STREET",10075,"Italian"
"3882","SUPERNOVA-NOVOTEL HOTEL","226","WEST 52 ND STREET",10019,"American"
"3883","STUMPTOWN COFFEE","18","WEST   29 STREET",10001,"Caf̩/Coffee/Tea"
"3884","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","456","LENOX AVENUE",10037,"Caribbean"
"3885","KITH RETAIL","337","LAFAYETTE ST",10012,"Juice, Smoothies, Fruit Salads"
"3886","CORNERSTONE CAFE","17","AVENUE B",10009,"American"
"3887","AMADA","4","WORLD FINANCIAL CTR",10281,"Tapas"
"3888","ASIA EXPRESS","493","2ND AVE",10016,"Chinese"
"3889","JIMMY'S ON 7TH STREET","43","EAST    7 STREET",10003,"American"
"3890","KARAOKE NEMO / TRECE","54","EAST   13 STREET",10003,"Mexican"
"3891","CHELSEA CINEMAS","260","W 23RD ST",10011,"Hotdogs/Pretzels"
"3892","TUOME","536","E 5TH ST",10009,"Asian"
"3893","CHARM'S","200","8TH AVE",10011,"Thai"
"3894","LITTLE COLLINS","767","5TH AVE",10153,"Other"
"3895","ROSE&BASIL","104","E 7TH ST",10009,"Vegetarian"
"3896","PIO PIO","210","EAST   34 STREET",10016,"Peruvian"
"3897","WILD GINGER VEGETARIAN KITCHEN","380","BROOME STREET",10013,"Vegetarian"
"3898","DUNKIN' DONUTS","712","THIRD AVE",10017,"Donuts"
"3899","JUICE GENERATION","644","NINTH AVENUE",10036,"Juice, Smoothies, Fruit Salads"
"3900","THE GREEK","458","GREENWICH STREET",10013,"Greek"
"3901","WRAP N RUN GRILL","1125","LEXINGTON AVENUE",10075,"American"
"3902","5BAR KARAOKE","38","WEST   32 STREET",10001,"Korean"
"3903","AMUSED","142","WEST   83 STREET",10024,"American"
"3904","TASTE OF CAFE (POTAMKIN)","2495","2 AVENUE",10035,"American"
"3905","PINKBERRY","7","W 32ND ST",10001,"Ice Cream, Gelato, Yogurt, Ices"
"3906","PULSE/CIRCLE/ARENA","135","WEST 41 STREET",10036,"American"
"3907","VIEN NYC","220","VARICK STREET",10014,"Asian"
"3908","BRASSERIE ATHENEE","300","WEST   46 STREET",10036,"Mediterranean"
"3909","JOE & THE JUICE 801 LEXINGTON","801","LEXINGTON AVE",10065,"Juice, Smoothies, Fruit Salads"
"3910","BURKE & WILLS/MANHATTAN CRICKET CLUB","226","W 79TH ST",10024,"Australian"
"3911","AUNTIE ANNE'S PRETZELS","664","8 AVENUE",10036,"Hotdogs/Pretzels"
"3912","LCL BAR AND KITCHEN","212","EAST   42 STREET",10017,"American"
"3913","PRET A MANGER","1350","6 AVENUE",10019,"Sandwiches"
"3914","AAHELI","826","9 AVENUE",10019,"Indian"
"3915","THE ORIGINAL SOUPMAN","259","WEST   55 STREET",10019,"Soups"
"3916","CHIMI CHURRI GRILL","133","E 61ST ST",10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3917","124 COFFEE SHOP","53","E 124TH ST",10035,"American"
"3918","MARKLE RESIDENCE","123","W 13TH ST",10011,"American"
"3919","JULIANO'S ESPRESSO BAR","1378","LEXINGTON AVENUE",10128,"Caf̩/Coffee/Tea"
"3920","RAKU IT'S JAPANESE II","57","WEST   76 STREET",10023,"Japanese"
"3921","JOHN JAY DINING HALL","515","WEST  114 STREET",10027,"American"
"3922","HUNAN CHEN'S KITCHEN","1003","COLUMBUS AVE",10025,"Chinese"
"3923","LELABAR","422","HUDSON STREET",10014,"American"
"3924","SFILATINO ITALIAN GOURMET","342","WEST   57 STREET",10019,"Italian"
"3925","CHARLEY'S GRILLED SUBS","401","7TH AVE",10001,"American"
"3926","BRICIOLA","370","WEST   51 STREET",10019,"Italian"
"3927","BLUE GINGER","106","8 AVENUE",10011,"Japanese"
"3928","DUNKIN' DONUTS/ BASKIN ROBBINS","1760","2 AVENUE",10128,"Donuts"
"3929","DUETSCHE BANK - CONFERENCE ROOM","60","WALL ST",10005,"Caf̩/Coffee/Tea"
"3930","DUNKIN' DONUTS","900","1ST AVE",10022,"Donuts"
"3931","AUTHENTIC NYC STREET FOOD","610","W 46TH ST",10036,"Hotdogs/Pretzels"
"3932","TRIONA'S BAR RESTAURANT","192","3 AVENUE",10003,"Irish"
"3933","RICE TO RICHES","37","SPRING STREET",10012,"American"
"3934","SUSHI OF GARI","402","EAST   78 STREET",10075,"Japanese"
"3935","HAMPTON INN TIMES SQUARE","220","W 41ST ST",10036,"American"
"3936","POKE BAR","1333","BROADWAY",10018,"Hawaiian"
"3937","BOBBY VAN'S STEAKHOUSE C.P.S","40","CENTRAL PARK S",10019,"Italian"
"3938","LE PAIN QUOTIDIEN","124","7 AVENUE",10011,"Soups & Sandwiches"
"3939","MCALEER'S PUB","425","AMSTERDAM AVENUE",10024,"Irish"
"3940","B AND B RESTAURANT","165","WEST   26 STREET",10001,"African"
"3941","SIDO GOURMET","849","2 AVENUE",10017,"Mediterranean"
"3942","STARBUCKS","1631","1 AVENUE",10028,"Caf̩/Coffee/Tea"
"3943","ROASTING PLANT","81","ORCHARD STREET",10002,"Caf̩/Coffee/Tea"
"3944","HOTEL TORTUGA","246","E 14TH ST",10003,"Spanish"
"3945","CHERI","231","MALCOLM X BLVD",10027,"French"
"3946","STARBUCKS","4","WEST   21 STREET",10010,"Caf̩/Coffee/Tea"
"3947","ROCK AND REILLYS LOBBY BAR","218","W 35TH ST",10001,"American"
"3948","EDO SUSHI TERIYAKI NOODLE","9","EAST   17 STREET",10003,"Japanese"
"3949","BRAAI","329","WEST 51 STREET",10019,"African"
"3950","JP STREET","52","E 8TH ST",10003,"Japanese"
"3951","M1-5","52","WALKER STREET",10013,"American"
"3952","UP TOWN SWIRL","732","7TH AVENUE",10019,"Ice Cream, Gelato, Yogurt, Ices"
"3953","MCDONALD'S","12","PENN STATION",10001,"American"
"3954","GHANDI CAFE","283","BLEECKER STREET",10014,"Indian"
"3955","NOCHE DE MARGARITAS RESTAURANT","1726","2 AVENUE",10128,"Mexican"
"3956","LA MARINA","348","DYCKMAN STREET",10034,"American"
"3957","NOCELLO","257","WEST   55 STREET",10019,"Italian"
"3958","1 OAK","453","WEST   17 STREET",10011,"American"
"3959","LAS PALMAS RESTAURANT","3891","BROADWAY",10032,"Mexican"
"3960","OBAO","647","9 AVENUE",10036,"Asian"
"3961","FAMOUS FAMIGLIA PIZZA","1248","LEXINGTON AVE",10028,"Pizza/Italian"
"3962","ISABELLA'S","359","COLUMBUS AVENUE",10024,"American"
"3963","JEF CHINESE","913","2ND AVE",10017,"Chinese"
"3964","ROOSEVELT GOURMET DELI","460","WEST   57 STREET",10019,"Delicatessen"
"3965","STARBUCKS","230","PARK AVENUE",10017,"Caf̩/Coffee/Tea"
"3966","LA COLOMBE","154","PRINCE ST",10012,"Caf̩/Coffee/Tea"
"3967","YUMMY KITCHEN/CHEUNG WONG KITCHEN","38","ALLEN STREET",10002,"Chinese"
"3968","VERO","1483","2ND AVE",10075,"Italian"
"3969","PITA GRILL","441","3RD AVE",10016,"Mediterranean"
"3970","SMASHBURGER","10","W 33RD ST",10001,"American"
"3971","IL POSTO ACCANTO","190","EAST    2 STREET",10009,"Italian"
"3972","LOTTE NEW YORK PALACE -POMME PALAIS","455","MADISON AVE",10022,"French"
"3973","THE RED LION","151","BLEECKER STREET",10012,"American"
"3974","XING DRAGON","305","EAST  115 STREET",10029,"Chinese"
"3975","EAST VILLAGE PIZZA AND KEBAB","145","1 AVENUE",10003,"Pizza"
"3976","EL REY DE LA CARIDAD","973","AMSTERDAM AVENUE",10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"3977","TACO BELL, KFC","3645","BROADWAY",10031,"Tex-Mex"
"3978","NO.1 KITCHEN","265","1 AVENUE",10003,"Chinese"
"3979","ST GEORGE TAVERN RESTAURANT & BAR","103","WASHINGTON ST",10006,"Asian"
"3980","MANNA ONE BAKERY","27","CATHERINE STREET",10038,"Bakery"
"3981","SUBWAY","111","BROADWAY",10006,"Sandwiches/Salads/Mixed Buffet"
"3982","KNICKERBOCKER BAR & GRILL","33","UNIVERSITY PLACE",10003,"American"
"3983","ART BAR","52","8 AVENUE",10014,"American"
"3984","X CAFFE","3952","BROADWAY",10032,"Caf̩/Coffee/Tea"
"3985","RUBBY PIZZERIA RESTAURANT","862","10 AVENUE",10019,"Pizza"
"3986","AGRA RESTAURANT","807","LEXINGTON AVENUE",10065,"Indian"
"3987","EXTREME BLENDZ (CRUNCH)","250","WEST   54 STREET",10019,"Juice, Smoothies, Fruit Salads"
"3988","KITCHEN PROVANCE","55","WEST   38 STREET",10018,"American"
"3989","99 FAVOR TASTE","285","GRAND ST",10002,"Chinese"
"3990","BUNNY DELI","1522","ST NICHOLAS AVENUE",10033,"Delicatessen"
"3991","CLUB MACANUDO (CIGAR BAR)","26","EAST   63 STREET",10065,"American"
"3992","NOCCIOLA PIZZERIA","123","E 110TH ST",10029,"Pizza"
"3993","FOLLIA","179","3RD AVE",10003,"Italian"
"3994","THE GREEN DOOR","600","WEST   57 STREET",10019,"American"
"3995","VIA DELLA PACE","48","EAST    7 STREET",10003,"Italian"
"3996","SANU RIA MALAYSIAN & INDONESIAN CUISINE","18","DOYERS ST",10013,"Indonesian"
"3997","ZUCKER'S BAGELS","370","LEXINGTON AVENUE",10017,"Delicatessen"
"3998","SONS OF ESSEX","133","ESSEX STREET",10002,"American"
"3999","SILVER SPURS/MOLCAJATE TAQUERIA","490494","LA GUARDIA PLACE",10012,"American"
"4000","ABA SUSHI","1588","YORK AVE",10028,"Chinese/Japanese"
"4001","SUBWAY","900","MAIN STREET",10044,"Sandwiches"
"4002","VIA BRASIL","3436","WEST   46 STREET",10036,"Brazilian"
"4003","BEACON THEATRE","2124","BROADWAY",10023,"American"
"4004","NAGOMI","179","PRINCE STREET",10012,"Japanese"
"4005","GINA MEXICANA","145","E 61ST ST",10065,"Tex-Mex"
"4006","FOGO DE CHAO","40","W 53RD ST",10019,"Brazilian"
"4007","MAISON BELJANSKI","317","E 53RD ST",10022,"Other"
"4008","SNAFU","127","EAST   47 STREET",10017,"American"
"4009","PAPA KEBAB","361","WEST   17 STREET",10011,"Mediterranean"
"4010","BELMORA PIZZA & RESTAURANT","139","EAST   57 STREET",10022,"Pizza"
"4011","YAKITORI TOTTO","251","WEST   55 STREET",10019,"Japanese"
"4012","ROLL N GO PIZZA & WOK TO WALK","570","8 AVENUE",10018,"Pizza/Italian"
"4013","EN JAPANESE BRASSERIE","435","HUDSON STREET",10014,"Japanese"
"4014","SZECHUAN MOUNTAIN HOUSE","23","SAINT MARKS PL",10003,"Chinese"
"4015","ELI'S ESSENTIALS","1390","3RD AVE",10075,"American"
"4016","CORNER BISTRO","331","WEST    4 STREET",10014,"American"
"4017","THE CITY BAKERY","3","WEST   18 STREET",10011,"American"
"4018","ROPES & GRAY CAFE","1211","AVENUE OF THE AMERICAS",10036,"American"
"4019","LUNETTA PIZZA","245","3RD AVE",10010,"Pizza"
"4020","GUY & GALLARD","1001","6 AVENUE",10018,"American"
"4021","ESPERANTO RESTAURANT BAR AND JUGO","145","AVENUE C",10009,"Brazilian"
"4022","STARBUCKS","227","WEST   27 STREET",10001,"Caf̩/Coffee/Tea"
"4023","CAFE ATELIER (ART STUDENTS LEAGUE)","215","WEST   57 STREET",10019,"American"
"4024","WOLFGANG'S STEAKHOUSE","409","GREENWICH STREET",10013,"Steak"
"4025","THE HOUSE IN GRAMERCY PARK","121","E. 17th ST.",10003,"American"
"4026","PANERA BREAD","10","UNION SQUARE EAST",10003,"American"
"4027","SWEETS BAKERY","135","WALKER ST",10013,"Bakery"
"4028","SLICE PIZZA OF AMSTERDAM","2224","AMSTERDAM AVE",10032,"Pizza/Italian"
"4029","SAMURICE","261","CANAL ST",10013,"Japanese"
"4030","DOMINO'S","227","WEST   40 STREET",10018,"Pizza"
"4031","ATOMIC WINGS","2090","FREDERICK DOUGLASS BOULEVARD",10026,"Chicken"
"4032","DELIZIA  RISTORANTE","1374","1 AVENUE",10021,"Italian"
"4033","HANOVER GOURMET DELI","3","HANOVER SQ",10004,"Sandwiches/Salads/Mixed Buffet"
"4034","COFFEE SHOP","29","UNION SQUARE WEST",10003,"American"
"4035","MCDONALD'S","136","W 3RD ST",10012,"American"
"4036","UNCLE JACK'S STEAKHOUSE","44","WEST   56 STREET",10019,"Steak"
"4037","SWAGAT INDIAN RESTAURANT","205","WEST   29 STREET",10001,"Indian"
"4038","VINATERIA","2211","FREDERICK DOUGLAS BOULEVARD",10026,"American"
"4039","EMPANADAS MONUMENTAL","4093","BROADWAY",10032,"Spanish"
"4040","DUNKIN' DONUTS","411","EAST   70 STREET",10021,"American"
"4041","ACQUA RESTAURANT","2123","PECK SLIP",10038,"Italian"
"4042","RABBIT  HOUSE","76","FORSYTH ST",10002,"Japanese"
"4043","PARK AVENUE WINTER","360","PARK AVENUE SOUTH",10010,"American"
"4044","ALEO","7","WEST   20 STREET",10011,"Italian"
"4045","ANNIE MOORES PUB & RESTAURANT","22","E 41ST ST",10017,"American"
"4046","NEW RONG HANG RESTAURANT","38","ELDRIDGE STREET",10002,"Chinese"
"4047","B -SIDE","370","W 51ST ST",10019,"Pizza"
"4048","THE SUMMIT","133","AVENUE C",10009,"American"
"4049","PAPA JOHN'S PIZZA NE HARLEM","703","LENOX AVE",10039,"Pizza"
"4050","SMITH'S HELL'S KITCHEN BAR & RESTAURANT","701","8TH AVE",10036,"American"
"4051","DIRTY BIRD TO GO","155","CHAMBERS STREET",10007,"Chicken"
"4052","GREECOLOGIES","379","BROOME ST",10013,"Greek"
"4053","RIBALTA","48","EAST   12 STREET",10003,"Italian"
"4054","SMITHFIELD HALL","138","W 25TH ST",10001,"American"
"4055","TINY'S AND THE BAR UPSTAIRS","135","WEST BROADWAY",10013,"American"
"4056","LA MANGEOIRE","1008","2 AVENUE",10022,"French"
"4057","NEW GOLDEN STAR RESTAURANT","4247","BROADWAY",10033,"Chinese"
"4058","GRAMERCY FARMER & THE FISH","247A","PARK AVE S",10003,"Seafood"
"4059","LE PAIN QUOTIDIEN","3","PARK AVENUE",10016,"French"
"4060","USAGI","320","EAST   49 STREET",10017,"Japanese"
"4061","NANOOSH","2012","BROADWAY",10023,"Mediterranean"
"4062","PANCHITO'S","103","MACDOUGAL STREET",10012,"Mexican"
"4063","10 BELOW ICE CREAM","42.5","SAINT MARKS PL",10003,"Ice Cream, Gelato, Yogurt, Ices"
"4064","BLUE BOTTLE COFFEE","55","CORTLANDT ST",10007,"Caf̩/Coffee/Tea"
"4065","DJ PIZZA","120","E 34TH ST",10016,"Pizza"
"4066","FLAVORS","27","WHITEHALL STREET",10004,"American"
"4067","MAGNOLIA BAKERY","401","BLEECKER STREET",10014,"Bakery"
"4068","KASTELI II","372","8 AVENUE",10001,"Irish"
"4069","DOUBLE WIDE BAR","503","EAST   12 STREET",10009,"American"
"4070","CONGEE RESTAURANT","207","BOWERY",10002,"Chinese"
"4071","FIVE GUYS FAMOUS BURGERS AND FRIES","690","3RD AVE",10017,"Hamburgers"
"4072","LYCHEE HOUSE","141","EAST 55 STREET",10022,"Chinese"
"4073","CANDLE CAFE","1307","3RD AVE",10021,"Vegetarian"
"4074","DISFRUTA","510","WEST  207 STREET",10034,"Juice, Smoothies, Fruit Salads"
"4075","AMORINO","60","UNIVERSITY PLACE",10003,"Italian"
"4076","ANGELINA","37","AVENUE A",10009,"American"
"4077","DELICIOUS","1974A","2ND AVE",10029,"Chinese"
"4078","WESTVILLE","210","WEST   10 STREET",10014,"American"
"4079","POD CAFE","230","EAST 51 STREET",10022,"Caf̩/Coffee/Tea"
"4080","NBC CAFETERIA (11th FLR)","30","ROCKEFELLER CENTER",10112,"American"
"4081","ESSEN","699","AVE OF AMERICAS",10010,"Delicatessen"
"4082","HALE & HEARTY SOUP","30","ROCKEFELLER PLAZA",10112,"Soups & Sandwiches"
"4083","BLACK DOOR","127","WEST   26 STREET",10001,"American"
"4084","ORCHARD GROCER","78","ORCHARD ST",10002,"Vegetarian"
"4085","IPPUDO","24","W 46TH ST",10036,"Japanese"
"4086","JACK'S WIFE FREDA","224","LAFAYETTE STREET",10012,"American"
"4087","CELESTE","502","AMSTERDAM AVENUE",10024,"Italian"
"4088","LAS TAPAS","808","W 187TH ST",10033,"Tapas"
"4089","ANYWAY CAFE","34","EAST    2 STREET",10003,"Russian"
"4090","BAGEL BOSS","263","1 AVENUE",10003,"Jewish/Kosher"
"4091","PRANZO","34","WATER ST",10004,"Italian"
"4092","THE ROOF","120","WEST 57TH STREET",10019,"American"
"4093","YUM YUM TOO","662","9 AVENUE",10036,"Thai"
"4094","ROSE BAKERY","160","LEXINGTON AVE",10016,"French"
"4095","JUICE PRESS @ EQUINOX","1429","2ND AVE",10021,"Juice, Smoothies, Fruit Salads"
"4096","TOMI JAZZ","239","EAST   53 STREET",10022,"Japanese"
"4097","GINGER","512","7 AVENUE",10018,"Chinese"
"4098","GROUP M","498","7 AVENUE",10018,"American"
"4099","JUICY GRILL","1646","MADISON AVE",10029,"Caribbean"
"4100","LITTLE ITALY PIZZA","217","E 86TH ST",10028,"Pizza"
"4101","TWINS PUB","421","9 AVENUE",10001,"Irish"
"4102","SOCIAL","795","8 AVENUE",10019,"American"
"4103","SOFITEL NEW YORK","45","W 44TH ST",10036,"American"
"4104","OISHI BAY SUSHI RESTAURANT","232","E 29TH ST",10016,"Japanese"
"4105","BLUE JAVA COFFEE BAR - BUTLER LIBRARY","535","WEST  114 STREET",10027,"Caf̩/Coffee/Tea"
"4106","MATCHABAR","256","W 15TH ST",10011,"Caf̩/Coffee/Tea"
"4107","BLU CAFE BY TAVALON","120","RIVERSIDE BOULEVARD",10069,"American"
"4108","VLIFE","348","7TH AVE",10001,"Vegetarian"
"4109","MAD RIVER BAR & GRILLE","1442","3 AVENUE",10028,"American"
"4110","BCD TOFU HOUSE","5","WEST   32 STREET",10001,"Korean"
"4111","SATURDAYS SURF","17","PERRY STREET",10014,"Caf̩/Coffee/Tea"
"4112","TAIM","45","SPRING STREET",10012,"Mediterranean"
"4113","SPARKS STEAK HOUSE","210","EAST   46 STREET",10017,"Steak"
"4114","SAN MARZANO","117","2 AVENUE",10003,"American"
"4115","CHA PA'S VIETNAMESE EATERY","314","WEST   52 STREET",10019,"Vietnamese/Cambodian/Malaysia"
"4116","GO CUPS","1838","2ND AVE",10128,"Juice, Smoothies, Fruit Salads"
"4117","INSIDE PARK AT ST. BART'S","109","EAST 50 STREET",10022,"American"
"4118","MUMTAZ","1582","YORK AVENUE",10028,"Indian"
"4119","POSTO","310","2 AVENUE",10003,"Italian"
"4120","BLEECKER STREET BAR","58","BLEECKER STREET",10012,"American"
"4121","CHIPOTLE MEXICAN GRILL","235","WEST   56 STREET",10019,"Mexican"
"4122","MAX SOHA","1274","AMSTERDAM AVENUE",10027,"Italian"
"4123","PATSY'S PIZZERIA","1279","1 AVENUE",10065,"Italian"
"4124","ELEPHANT & CASTLE","68","GREENWICH AVENUE",10011,"American"
"4125","CAJUN SEA","32","W 33RD ST",10001,"Seafood"
"4126","FERRY HOUSE CAFE","PIER 11","SOUTH ST",10004,"Caf̩/Coffee/Tea"
"4127","DUNKIN' DONUTS, BASKIN ROBBINS","476","2 AVENUE",10016,"Donuts"
"4128","BIZCOCHO DE COLORES","241","SHERMAN AVENUE",10034,"Bakery"
"4129","PICANTE MEXICAN BAR AND GRILL RESTAURANT","3424","BROADWAY",10031,"Mexican"
"4130","ANEJO TRIBECA","31","WALKER ST",10013,"Mexican"
"4131","ONCE UPON A TART","135","SULLIVAN ST",10012,"American"
"4132","HQ CLUB","552","WEST   38 STREET",10018,"American"
"4133","ZEST SZECHUAN","45","W 39TH ST",10018,"Chinese"
"4134","SUBWAY","1885","3 AVENUE",10029,"Sandwiches"
"4135","TOMMY'S","3750","BROADWAY",10032,"American"
"4136","ACTS III BAGELS","236","W 135TH ST",10030,"Bagels/Pretzels"
"4137","SLAINTE","304","BOWERY",10012,"Irish"
"4138","CHEESE GRILLE","188","ALLEN ST",10002,"Sandwiches/Salads/Mixed Buffet"
"4139","DANIELLO'S PIZZERIA","70","WEST   95 STREET",10025,"Pizza/Italian"
"4140","KAMBOAT BAKERY & CAFE","111","BOWERY",10002,"Bakery"
"4141","THE TEN BELLS","247","BROOME STREET",10002,"French"
"4142","SURYA INDIAN CUISINE","154","BLEECKER ST",10012,"Indian"
"4143","MADANGSUI","35","WEST   35 STREET",10001,"Korean"
"4144","ANTIQUE GARAGE","41","MERCER STREET",10013,"Mediterranean"
"4145","DEVON & BLAKELY","250","PARK AVENUE",10003,"American"
"4146","BOBBY VAN'S GRILL","120","WEST   45 STREET",10036,"Steak"
"4147","MAMA'S PIZZA CAFE","705","8 AVENUE",10036,"Pizza"
"4148","SUBWAY","949","FIRST AVE",10022,"Sandwiches"
"4149","DUNKIN' DONUTS, BASKIN ROBBINS","25","WEST   43 STREET",10036,"Donuts"
"4150","PINKBERRY","2873","BROADWAY",10025,"Ice Cream, Gelato, Yogurt, Ices"
"4151","LIL FRANKIE'S PIZZA","19","1 AVENUE",10003,"Italian"
"4152","VILLA MOSCONI RESTAURANT","69","MACDOUGAL STREET",10012,"Italian"
"4153","THE DAISY","1641","2ND AVE",10028,"American"
"4154","CARAVAGGIO","23","EAST   74 STREET",10021,"Italian"
"4155","BAR  BELLY","14B","ORCHARD STREET",10002,"American"
"4156","THE HORSEBOX","218","AVENUE A",10009,"American"
"4157","SALVATION TACO","145","EAST   39 STREET",10016,"Mexican"
"4158","BLACK MARKET","110","AVENUE A",10009,"American"
"4159","ZABB CITY","244","E 13TH ST",10003,"Thai"
"4160","CHIPOTLE MEXICAN GRILL","101","FULTON STREET",10038,"Mexican"
"4161","THE FAMOUS JIMBO'S HAMBURGER PALACE","1345","AMSTERDAM AVENUE",10027,"Hamburgers"
"4162","LITTLE CAESARS","3830","BROADWAY",10032,"Pizza"
"4163","GOOD BEER","422","EAST    9 STREET",10009,"Bottled beverages, including water, sodas, juices, etc."
"4164","BLUE RIBBON SUSHI","119","SULLIVAN STREET",10012,"Japanese"
"4165","WICHCRAFT","61","WEST   62 STREET",10023,"Sandwiches"
"4166","MERCADO'S CUISINE","1759","LEXINGTON AVENUE",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4167","PRET A MANGER","655","AVENUE OF THE AMERICAS",10010,"Sandwiches/Salads/Mixed Buffet"
"4168","LIQUITERIA","267","WEST 15 STREET",10011,"Juice, Smoothies, Fruit Salads"
"4169","YN","227","MOTT STREET",10012,"Italian"
"4170","HORUS CAFE","293","EAST   10 STREET",10009,"Mediterranean"
"4171","SPOT","13","ST MARKS PLACE",10003,"Bakery"
"4172","MANA","646","AMSTERDAM AVENUE",10025,"Vegetarian"
"4173","FANCY GIRL CATERING","415","WEST   13 STREET",10014,"Armenian"
"4174","HOP KEE RESTAURANT","21","MOTT STREET",10013,"Chinese"
"4175","WIMPY'S RESTAURANT","1822","AMSTERDAM AVENUE",10031,"American"
"4176","DIG INN SEASONAL MARKET","2884","BROADWAY",10025,"American"
"4177","THE EDDY","342","E 6TH ST",10003,"American"
"4178","ANDAMAN THAI BISTRO","1843","1 AVENUE",10128,"Thai"
"4179","PAPAYA DOG","239-11","1 AVENUE",10003,"Hotdogs"
"4180","BAGATELLE","1","LITTLE WEST 12 STREET",10014,"French"
"4181","PONTY BISTRO","144","W 139TH ST",10030,"French"
"4182","BUBBY'S HIGHLINE","71","GANSEVOORT ST",10014,"American"
"4183","DA TOMMASSO","903","EIGHTH AVENUE",10019,"Italian"
"4184","DOS TOROS TAQUERIA","1111","LEXINGTON AVENUE",10075,"Tex-Mex"
"4185","Polpette","483","AMSTERDAM AVE",10024,"Italian"
"4186","STARBUCKS","1185","AVENUE OF THE AMERICAS",10036,"Caf̩/Coffee/Tea"
"4187","McDONALD'S","809","6TH AVE",10001,"American"
"4188","APPLEBEE'S","509","EAST  117 STREET",10035,"American"
"4189","YAKITORI TAISHO","5","ST MARKS PLACE",10003,"Japanese"
"4190","SANPANINO","494","HUDSON STREET",10014,"Italian"
"4191","L'ARTUSI","228","WEST   10 STREET",10014,"American"
"4192","EMPIRE III","1902","A C POWELL BLVD",10026,"Chinese"
"4193","FANTASTIC RESTAURANT & LOUNGE","238A","SHERMAN AVE",10034,"Spanish"
"4194","COPPOLA'S","206","WEST   79 STREET",10024,"Italian"
"4195","BIRRERIA (EATALY)","200","5 AVENUE",10010,"Italian"
"4196","KURO KUMA ESPRESSO & COFFEE","121","LASALLE STREET",10027,"Caf̩/Coffee/Tea"
"4197","JOY LUCK PALACE","98","MOTT ST",10013,"Chinese"
"4198","ADVENTURE CAFE","85","DELANCEY ST",10002,"Caf̩/Coffee/Tea"
