"","CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE"
"89",41444809,"PRINT RESTAURANT/PRESS LOUNGE/BANQUET KITCHEN","MANHATTAN","653","11 AVENUE","10036","2127572294","American",43056,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",34,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"90",41283023,"PIERRE LOTI CAFE WINE BAR","MANHATTAN","53","IRVING PLACE","10003","2127775684","Tapas",42054,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"91",50019063,"VILLAGE NATURAL","MANHATTAN","46","GREENWICH AVE","10011","2127270968","Vegetarian",43035,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",22,"B",43035,43138,"Cycle Inspection / Re-inspection"
"92",41142578,"GRAPE AND GRAIN","MANHATTAN","620","EAST    6 STREET","10009","2124200002","CafÃ©/Coffee/Tea",42661,"No violations were recorded at the time of this inspection.",NA,NA,"Not Applicable",NA,NA,NA,43138,"Trans Fat / Initial Inspection"
"93",41567044,"EVELYN'S KITCHEN","MANHATTAN","2317","1 AVENUE","10035","6464767906","American",42418,"Violations were cited in the following area(s).","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.","Not Critical",10,"A",42418,43138,"Cycle Inspection / Initial Inspection"
"94",40965997,"BONSIGNOUR","MANHATTAN","35","JANE STREET","10014","2122299700","American",42150,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A",42150,43138,"Cycle Inspection / Re-inspection"
"95",41424208,"AMC THEATRES","MANHATTAN","2309","FREDERICK DOUGLAS BOULEVARD","10027","2126656923","American",42025,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"96",40871006,"MINAR INDIAN RESTAURANT","MANHATTAN","138","WEST   46 STREET","10036","2123984600","Indian",42096,"Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",15,"B",42096,43138,"Cycle Inspection / Re-inspection"
"97",50039512,"THE CORNER CAFE","MANHATTAN","729","6TH AVE","10010","2129893373","Sandwiches/Salads/Mixed Buffet",42600,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"98",41135793,"MARTINIQUE CAFE","MANHATTAN","1260","BROADWAY","10001","2122446523","American",42101,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"99",50071585,"YUI GALLERY & TEA CAFFE","MANHATTAN","131","ELDRIDGE ST","10002","3479332450","CafÃ©/Coffee/Tea",43053,"Violations were cited in the following area(s).","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",NA,NA,NA,43138,"Administrative Miscellaneous / Initial Inspection"
"100",41338348,"DROP OFF SERVICE","MANHATTAN","211","AVENUE A","10009","2122602914","American",41842,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",22,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"101",41243472,"KLIMAT","MANHATTAN","77","EAST 7 STREET","10003","9172140589","Polish",42647,"Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"102",41528051,"THE BAILEY","MANHATTAN","52","WILLIAM STREET","10005","2128592200","American",42734,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A",42734,43138,"Cycle Inspection / Initial Inspection"
"103",40510293,"DON PEPIS DELICATESSEN","MANHATTAN","0","AMTRAK LEVEL","10001","2127600802","Delicatessen",42779,"Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",13,"A",42779,43138,"Cycle Inspection / Initial Inspection"
"104",40396000,"JULES BISTRO","MANHATTAN","65","ST MARKS PLACE","10003","2124775560","French",43039,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",27,"B",43039,43138,"Cycle Inspection / Re-inspection"
"105",50015072,"CROWN FRIED CHICKEN","MANHATTAN","117","AVENUE D","10009","2129822850","Chicken",42836,"Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",16,"B",42836,43138,"Cycle Inspection / Re-inspection"
"106",41152996,"LUIGIS GRILL PIZZA","MANHATTAN","936","8 AVENUE","10019","2122458432","Pizza/Italian",42509,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",23,"B",42509,43138,"Cycle Inspection / Re-inspection"
"107",50068377,"HELL'S CHICKEN","MANHATTAN","641","10TH AVE","10036","2127571120","Chicken",43014,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",9,"A",43014,43138,"Pre-permit (Operational) / Re-inspection"
"108",50005390,"JUMBO PIZZA","MANHATTAN","3594","BROADWAY","10031","2122914991","Italian",42620,"Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical",24,"B",42620,43138,"Cycle Inspection / Re-inspection"
"109",41130819,"TARALLUCCI E VINO","MANHATTAN","15","EAST 18 STREET","10003","2122285400","Italian",42970,"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","04M","Live roaches present in facility's food and/or non-food areas.","Critical",74,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"110",41711133,"KAJITSU","MANHATTAN","125","EAST   39 STREET","10016","2122284873","Japanese",41731,"Violations were cited in the following area(s).","10D","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.","Not Critical",13,"A",41731,43138,"Cycle Inspection / Re-inspection"
"111",41608360,"MOMOFUKU MILK BAR UWS","MANHATTAN","561","COLUMBUS AVENUE","10024","2122560586","CafÃ©/Coffee/Tea",41873,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A",41873,43138,"Cycle Inspection / Re-inspection"
"112",50017948,"HOUSE OF LASAGNA/LA STANZA","MANHATTAN","334","LEXINGTON AVE","10016","2128839555","Italian",43074,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",9,"A",43074,43138,"Cycle Inspection / Initial Inspection"
"113",40542427,"SAKA GURA","MANHATTAN","211","EAST   43 STREET","10017","2129537253","Japanese",42083,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"114",41310578,"EASTEND BAR & GRILL","MANHATTAN","1664","1 AVENUE","10028","2123483783","American",41921,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",24,"B",41921,43138,"Cycle Inspection / Re-inspection"
"115",41004293,"FORT WASHINGTON BAKERY AND DELI","MANHATTAN","808","WEST  181 STREET","10033","2127951891","Delicatessen",42649,"No violations were recorded at the time of this inspection.",NA,NA,"Not Applicable",NA,NA,NA,43138,"Administrative Miscellaneous / Initial Inspection"
"116",41503751,"STANTON SOCIAL","MANHATTAN","99","STANTON STREET","10002","2129950099","American",42381,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"117",50001786,"DAG'S THE PATIO","MANHATTAN","342","E 47TH ST","10017","9174714822","CafÃ©/Coffee/Tea",42166,"Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",21,NA,NA,43138,"Cycle Inspection / Compliance Inspection"
"118",50042937,"UPPER EAST CAFE","MANHATTAN","1048","3RD AVE","10065","9174751721","Seafood",42990,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",12,"A",42990,43138,"Cycle Inspection / Re-inspection"
